date,open,high,low,close,volume,signal,short_ema,long_ema,positions,cash,stock,holding,total,roi_gross,roi_daily,roi_buy&hold,roi_daily_buy&hold,sharpe,sharpe_buy&hold
2020-07-16,1477.16,1531.71,1466.0,1500.64,14300800.0,0.0,1200.7333699841029,1114.0689019239676,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.34029992050945396,-0.029346511342099868,0.0,1.9697102036992076
2020-07-17,1513.45,1537.51,1490.0,1500.84,9330000.0,0.0,1212.5022574357067,1117.91737056154,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3404785509498672,0.00013327646870653354,0.0,1.6975081696907597
2020-07-20,1519.01,1650.0,1488.0,1643.0,17121400.0,0.0,1229.3845218499928,1123.1420733420225,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.467449067995677,0.09472028997094961,0.0,1.6853689319342278
2020-07-21,1639.93,1675.0,1558.0,1568.36,16157300.0,0.0,1242.6776778558753,1127.5721024629975,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.4007841876334144,-0.04542909312233723,0.0,2.0662484466856705
2020-07-22,1599.0,1626.42,1562.0,1592.33,14161080.0,0.0,1256.3895336262333,1132.1965591549078,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.4221930459169545,0.015283480833482077,0.0,1.7140972985512046
2020-07-23,1678.95,1689.0,1480.77,1513.07,24328504.0,0.0,1266.4554342683418,1135.9863446359536,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3514018023811436,-0.04977611424767481,0.0,1.7890647726139577
2020-07-24,1416.01,1465.0,1366.5401,1417.0,19396616.0,0.0,1272.3591427284068,1138.7825004107203,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.2655966703285906,-0.06349342727038398,0.0,1.4651802264144045
2020-07-27,1435.0,1547.94,1413.0003,1539.6,16048669.0,0.0,1282.8391763469008,1142.7707342374795,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.37509713030197456,0.08652081863091032,0.0,1.1061609161885135
2020-07-28,1504.0,1564.7,1474.42,1476.49,15808700.0,0.0,1290.4333262940813,1146.0913239465594,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3187302948295418,-0.04099116653676271,0.0,1.410954665014538
2020-07-29,1501.0,1534.81,1487.0,1499.11,9426893.0,0.0,1298.616725262941,1149.6039475888822,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3389333976402917,0.01532011730523064,0.0,1.2116401241673034
2020-07-30,1488.0,1513.24,1471.0,1487.49,7621039.0,0.0,1306.0235203506686,1152.9659978616298,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3285549690522761,-0.0077512657510121485,0.0,1.2736100780522681
2020-07-31,1515.0,1517.05,1420.98,1430.76,12246960.0,0.0,1310.9151470035836,1155.7301172858922,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.2778864446290291,-0.038138071516447214,0.0,1.239161862010876
2020-08-03,1449.2,1509.8101,1444.3844,1485.0,8809346.0,0.0,1317.7420039838353,1159.0064345268288,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.32633102006912984,0.03790992199949672,0.0,1.0677314439531036
2020-08-04,1495.01,1527.41,1462.0,1487.0,8414990.0,0.0,1324.3795724550573,1162.270052093726,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.32811732447326336,0.0013468013468014295,0.0,1.2090288480337106
2020-08-05,1492.99,1499.8384,1468.31,1485.02,4978015.0,0.0,1330.679197064663,1165.4814943614501,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3263488831131712,-0.0013315400134499278,0.0,1.2139712035047996
2020-08-06,1490.83,1517.31,1477.26,1489.58,5992313.0,0.0,1336.910601101343,1168.7063551140725,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.33042165715459554,0.0030706657149397465,0.0,1.2080476597324994
2020-08-07,1499.5365,1499.75,1415.01,1452.71,8896420.0,0.0,1341.4517539993296,1171.5322620283605,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.2974911354643944,-0.024751943500852525,0.0,1.219960351866581
2020-08-10,1448.0,1457.5,1385.84,1418.57,7522264.0,0.0,1344.4759989405325,1173.990348973352,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.2669989192858353,-0.02350090520475534,0.0,1.114898481922502
2020-08-11,1396.0,1420.0,1365.0,1374.39,8625834.0,0.0,1345.649097021296,1175.9843753517266,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.22753945499852626,-0.03114403941997912,0.0,1.0178374880149272
2020-08-12,1470.0,1585.0,1435.0,1554.76,21898834.0,0.0,1353.8495245890883,1179.7532870397692,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3886373176853066,0.13123640305881135,0.0,0.8907498111450661
2020-08-13,1611.0,1651.18,1567.26,1621.0,20425308.0,0.0,1364.3260138208889,1184.1438015965875,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.4477997195502084,0.04260464637628969,0.0,1.2546966674335676
2020-08-14,1664.99,1668.8,1626.64,1650.71,12577614.0,0.0,1375.5567583769325,1188.7862513319449,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.4743352714736117,0.0183281924737817,0.0,1.3924416073458716
2020-08-17,1677.0,1845.86,1672.83,1835.64,20023104.0,0.0,1393.5992384405822,1195.2226070400848,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.6395059082018166,0.11203058078039141,0.0,1.454763316163752
2020-08-18,1898.99,1923.9,1845.11,1887.09,16474491.0,0.0,1412.9518173252652,1202.1068597063527,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.6854585889981509,0.028028371576126032,0.0,1.7397706990845918
2020-08-19,1865.0,1911.0,1841.21,1878.53,12205331.0,0.0,1431.209785273294,1208.8374382167374,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.6778132061484595,-0.004536084659449213,0.0,1.8290771226058518
2020-08-20,1860.68,2021.99,1857.06,2001.83,20611796.0,0.0,1453.5870485959101,1216.7279114683122,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.7879388726632903,0.06563642848397411,0.0,1.8111211099617073
2020-08-21,2044.76,2095.49,2025.05,2049.98,21489559.0,0.0,1476.975007474502,1225.0189770258417,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.8309441511928046,0.024052991512765853,0.0,1.9968394976243717
2020-08-24,2126.275,2129.0,1927.52,2014.2,20063621.0,0.0,1498.0426542402079,1232.871524518122,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.7989871654028562,-0.017453828817842076,0.0,2.0731257298688446
2020-08-25,1974.89,2027.95,1968.0,2023.34,10658893.0,0.0,1518.6425501523565,1240.7368824831158,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.8071505765297462,0.004537781749577974,0.0,2.0064022589901116
2020-08-26,2060.0,2166.0,2053.6291,2153.17,14239382.0,0.0,1543.5259795581467,1249.8158189758212,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.923108526924073,0.06416618067156299,0.0,2.0198433132258233
2020-08-27,2180.46,2295.6,2142.5,2238.75,23693043.0,0.0,1570.7896666342979,1259.6559600805397,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.9995444923769458,0.039746048848906534,0.0,2.1974479356295293
2020-08-28,2295.12,2318.49,2186.52,2213.4,20081176.0,0.0,1595.9900718643255,1269.1459505274997,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.9769030840545536,-0.011323283082076974,0.0,2.3161242578196966
2020-08-31,444.61,500.14,440.11,498.32,115847020.0,0.0,1552.9441866931754,1261.4760405720024,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,-0.5549243946660951,-0.7748622029456944,0.0,2.2722152662680797
2020-09-01,502.14,502.49,470.51,475.05,90119419.0,0.0,1510.673826430698,1253.6509058399427,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,-0.5757080464081885,-0.046696901589340145,0.0,-0.044969426638270076
2020-09-02,478.99,479.04,405.1206,447.37,96176128.0,0.0,1468.975637158906,1245.6282102594457,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,-0.6004304993613963,-0.05826755078412804,0.0,-0.09940218157078443
2020-09-03,407.23,431.8,402.0,407.0,87596086.0,0.0,1427.3295337409097,1237.2836509533818,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,-0.6364870537588311,-0.0902385050405704,0.0,-0.16706999918543938
2020-09-04,402.81,428.0,372.0201,418.32,110321885.0,0.0,1387.7605324177368,1229.1347589040945,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,-0.6263765708314355,0.027813267813267872,0.0,-0.27083693856386865
2020-09-08,356.0,368.74,329.88,330.21,115465691.0,0.0,1346.2879625190021,1220.1902339398746,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,-0.7050722113555371,-0.21062822719449226,0.0,-0.23848698407414826
2020-09-09,356.6,369.0,341.51,366.28,79465769.0,0.0,1307.8562777143354,1211.6936146966918,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,-0.6728562114269894,0.10923351806426207,0.0,-0.4693610277653135
2020-09-10,386.21,398.99,360.56,371.34,84930608.0,1.0,1271.1301491765182,1203.331887187272,1.0,1.862645149230957e-09,26902.595976759818,9990009.99000999,9990009.990009991,-0.09990009990008548,-0.0009990009990008542,-0.6683368612845316,0.013814568089985713,0.0,-0.34332474989195033
2020-09-11,381.94,382.5,360.5,372.72,60717459.0,1.0,1235.8983786205763,1195.0670922898862,0.0,1.862645149230957e-09,26902.595976759818,9990009.99000999,9990009.990009991,-0.09990009990008548,0.0,-0.6671043112456794,0.0037162708030378244,-1.0000000000000002,-0.3278754788453336
2020-09-14,380.95,420.0,373.3,419.62,83020608.0,1.0,1203.8874618119264,1187.3512008243151,0.0,1.862645149230957e-09,26902.595976759818,9990009.99000999,9990009.990009991,-0.09990009990008548,0.0,-0.6252154729687487,0.12583172354582528,-1.0,-0.3237696684901839
2020-09-15,436.56,461.94,430.7,449.76,97298228.0,0.0,1174.3138358585177,1180.011984895715,-1.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.209969946679593,-0.5982958655984567,0.07182689099661599,-1.0,-0.18125204248173887
2020-09-16,439.87,457.79,435.31,441.76,72546760.0,0.0,1145.5862344523014,1172.6661940012302,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6054410832149907,-0.017787264318747775,0.9951398612748777,-0.10150041132806742
2020-09-17,415.6,437.79,408.0001,423.43,76779163.0,0.0,1117.2663821208384,1165.2111074937554,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6218125630788742,-0.04149311843534953,0.9951415788886886,-0.12110751695571707
2020-09-18,447.94,451.0,428.8,442.15,86406819.0,0.0,1090.7912298808055,1158.0164696082454,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6050927538561847,0.044210377157971825,0.9951432328955787,-0.16671173124213498
2020-09-21,453.13,455.68,407.07,449.39,109476800.0,0.0,1065.638240473715,1150.9654599604023,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5986263319132213,0.01637453352934526,0.995144826764567,-0.11788313323415099
2020-09-22,429.6,437.76,417.6001,424.23,79580795.0,0.0,1040.4849761414125,1143.7342613538312,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6210980413172209,-0.05598700460624395,0.9951463637169157,-0.09986608401388142
2020-09-23,405.16,412.15,375.8801,380.36,95074176.0,0.0,1014.5977221750826,1136.138497559266,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6602806284218894,-0.10341088560450695,0.9951478467478627,-0.1611882865549092
2020-09-24,363.8,399.5,351.3,387.79,96561061.0,0.0,990.0170271878245,1128.6922438522088,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6536445075605335,0.019534125565253913,0.9951492786461026,-0.273123945763152
2020-09-25,393.47,408.7323,391.3,407.34,67208459.0,0.0,967.1669476902629,1121.5146095850228,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6361833820101285,0.0504138838030892,0.99515066201129,-0.25175016803428113
2020-09-28,424.62,428.08,415.55,421.2,49719561.0,0.0,945.7564791533898,1114.5463050120377,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6238042924894831,0.03402562969509515,0.9951519992697879,-0.19640773441494846
2020-09-29,416.0,428.5,411.6,419.07,50341404.0,0.0,925.1021074218843,1107.626142773112,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6257067066798854,-0.005056980056980076,0.9951532926888736,-0.1592215426472799
2020-09-30,421.32,433.93,420.47,429.01,48145566.0,0.0,905.6475149739673,1100.8737433425338,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6168287737913418,0.023719187725200985,0.9951545443895651,-0.16474921370237675
2020-10-01,440.76,448.88,434.42,448.16,50741454.0,0.0,887.7068281122432,1094.3790792296727,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5997249091217635,0.04463765413393639,0.9951557563582266,-0.1388775404713624
2020-10-02,421.39,439.13,415.0,415.09,71430025.0,0.0,869.1728348529396,1087.6199839139545,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6292614524441111,-0.07379061049625146,0.9951569304570907,-0.090170288953725
2020-10-05,423.35,433.64,419.33,425.68,44722786.0,0.0,851.7809589763538,1081.033516412323,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6198029706242241,0.025512539449276117,0.9951580684338022,-0.16991343163854006
2020-10-06,423.79,428.7799,406.05,413.98,49146259.0,0.0,834.6122939184576,1074.3961679903098,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6302528513884051,-0.02748543506859613,0.9951591719300982,-0.1422013292620831
2020-10-07,419.87,429.9,413.845,425.3,43127709.0,0.0,818.5608314118514,1067.9374996520978,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6201423684610096,0.027344316150538672,0.9951602424897155,-0.1719471132289734
2020-10-08,438.44,439.0,425.3,425.92,40421116.0,0.0,803.1631517486416,1061.549265824714,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6195886140957281,0.0014577944980014301,0.9951612815655886,-0.14225749733951873
2020-10-09,430.13,434.5899,426.4601,434.0,28925656.0,0.0,788.6861654055576,1055.3049945229757,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6123719443030288,0.01897069872276469,0.9951622905264352,-0.14069225972256413
2020-10-12,442.0,448.74,438.58,442.3,38791133.0,0.0,775.1023942131828,1049.2054423386674,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6049587810258747,0.01912442396313363,0.9951632706627671,-0.12012288616640972
2020-10-13,443.35,448.89,436.6,446.65,34463665.0,0.0,762.221908165607,1043.209865797984,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6010735689468844,0.009834953651367773,0.9951642231923999,-0.09939336107206714
2020-10-14,449.78,465.9,447.35,461.3,48045394.0,0.0,750.4210490218578,1037.4197178795962,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5879888891866064,0.032799731333258864,0.9951651492654989,-0.088744479510365
2020-10-15,450.31,456.57,442.5,448.88,35672354.0,0.0,738.5959098445301,1031.5636012837792,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5990818395362755,-0.026923910687188468,0.9951660499692121,-0.053191409830370996
2020-10-16,454.44,455.9499,438.85,439.67,32775879.0,0.0,726.8733251447446,1025.6741127137914,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6073077713173102,-0.020517733024416285,0.9951669263319287,-0.08230740452318429
2020-10-19,446.24,447.0,428.87,430.83,36287843.0,0.0,715.2637829822056,1019.7552658211168,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6152032367835804,-0.020105988582345913,0.9951677793271972,-0.10449433206698237
2020-10-20,431.75,431.75,419.0501,421.94,31656289.0,0.0,703.760889531923,1013.8068552159316,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6231433598599537,-0.020634589049044805,0.9951686098773297,-0.12623152662161277
2020-10-21,422.7,432.95,421.25,422.64,32370461.0,0.0,692.736540922828,1007.9245979501015,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.622518153318507,0.0016590036498080885,0.9951694188567284,-0.14853394626147168
2020-10-22,441.92,445.23,424.51,425.79,39993191.0,0.0,682.2680491219329,1002.1322138908965,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6197047238819968,0.007453151618398657,0.9951702070949657,-0.14675059291273312
2020-10-23,421.84,422.8859,407.3801,420.63,33716980.0,0.0,672.0077334700924,996.3461222103901,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6243133892446612,-0.012118650038751566,0.9951709753796065,-0.13869280075837884
2020-10-26,411.63,425.76,410.0,420.28,28239161.0,0.0,662.1360576477358,990.6141209943664,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6246259925153846,-0.0008320852055251349,0.9951717244588434,-0.15180399712529674
2020-10-27,423.76,430.5,420.1,424.68,22686506.0,0.0,652.8240553870403,984.9829357108404,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6206961228262908,0.010469211002189116,0.9951724550439275,-0.15271567039167336
2020-10-28,416.48,418.6,406.0,406.02,25451409.0,0.0,643.1454649797054,979.2221104798867,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6373623429168566,-0.04393896580955081,0.9951731678114132,-0.1413879745042644
2020-10-29,409.96,418.06,406.46,410.83,22655308.0,0.0,634.0350545883445,973.5664675895397,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6330662808249155,0.01184670705876556,0.9951738634052535,-0.1887374703272915
2020-10-30,406.8954,407.5915,379.11,388.04,42587639.0,0.0,624.388189702527,967.7403335836736,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6534212195100167,-0.05547306671859398,0.9951745424387455,-0.17592655351903075
2020-11-02,394.0,406.9799,392.3,400.51,29021118.0,0.0,615.6086528514476,962.0962506624431,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6422836115502443,0.03213586228223897,0.9951752054963193,-0.23549925410121322
2020-11-03,409.73,427.77,406.69,423.9,34351715.0,0.0,608.0906664651163,956.7410640886875,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.621392781543903,0.058400539312376765,0.9951758531352277,-0.200698329224161
2020-11-04,430.62,435.4,417.1,420.98,32143057.0,0.0,600.7529932704059,951.4101082271085,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6240007859739378,-0.006888417079499831,0.995176485887107,-0.13744141144010924
2020-11-05,428.3,440.0,424.0001,438.09,28414523.0,0.0,594.3740523578409,946.3024454586796,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6087189517965758,0.040643260962516026,0.99517710425943,-0.14486079239239927
2020-11-06,436.1,436.57,424.28,429.95,21706014.0,0.0,587.9260503045923,941.1646101804838,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.615989210721399,-0.01858065694263733,0.9951777087368572,-0.10102567215147731
2020-11-09,439.5,452.5,421.0,421.26,34833025.0,0.0,581.3901267632358,935.991429979683,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6237507033573592,-0.020211652517734602,0.9951782997825197,-0.12098762732251642
2020-11-10,420.09,420.09,396.0301,410.36,30284224.0,0.0,574.6830629685992,930.7612664972982,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6334860623598868,-0.025874756682333855,0.9951788778391852,-0.14269350576988157
2020-11-11,416.45,418.695,410.58,417.13,17357722.0,0.0,568.5045114796345,925.6505076266783,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6274394219518948,0.01649770932839445,0.9951794433303767,-0.17045532605035063
2020-11-12,415.05,423.0,409.52,411.76,19940500.0,0.0,562.3576678921978,920.5371692423332,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6322356492769934,-0.012873684462877288,0.9951799966613999,-0.1527080624149639
2020-11-13,410.85,412.5319,401.66,408.5,19830351.0,0.0,556.3240338572097,915.4422720359419,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6351473254557309,-0.007917233339809537,0.995180538220314,-0.16653607962913206
2020-11-16,408.93,412.45,404.0868,408.09,26838635.0,0.0,550.5109344902603,910.3939907221514,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6355135178585783,-0.0010036719706243424,0.9951810683788473,-0.17504761053023185
2020-11-17,460.17,462.0,433.01,441.61,61188281.0,0.0,546.2403096082894,905.729473401533,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.6055750560453007,0.08213874390453091,0.9951815874932303,-0.17613544093915792
2020-11-18,448.35,496.0,443.5001,486.64,78044024.0,0.0,543.9030425648272,901.5594288900751,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5653564123862348,0.10196779964221814,0.9951820959050148,-0.08753291859392326
2020-11-19,492.0,508.6112,487.57,499.27,62475346.0,0.0,542.1527271701281,897.5565490006217,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5540759000741317,0.025953476902843997,0.9951825939418015,0.02146063572486648
2020-11-20,497.99,502.5,489.06,489.61,32911922.0,0.0,540.0922280654172,893.4973793588244,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5627037503460965,-0.019348248442726312,0.9951830819179632,0.049053975985335556
2020-11-23,503.5,526.0,501.79,521.85,50260304.0,0.0,539.3768465726558,889.7993954846073,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5339085233514643,0.06584832826126918,0.9951835601352986,0.028473136037293952
2020-11-24,540.4,559.99,526.2,555.38,52058771.0,0.0,540.0044212168654,886.4718393106313,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.5039611300161662,0.06425217974513742,0.995184028883657,0.09825388760533381
2020-11-25,550.06,574.0,545.37,574.0,48930162.0,0.0,541.3375811691451,883.3626667801772,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.48733063601368315,0.033526594403831655,0.9951844884415113,0.1660426841986286
2020-11-27,581.16,598.78,578.45,585.76,37561078.0,0.0,543.0796368095708,880.4014462152003,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.47682716611737813,0.0204878048780488,0.9951849390765263,0.20142153798767815
2020-11-30,602.21,607.8,554.51,567.6,63003052.0,0.0,544.0412196797838,877.2889940140541,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.49304681010691037,-0.03100245834471449,0.9951853810460819,0.2230614982737102
2020-12-01,597.59,597.85,572.05,584.76,39133346.0,0.0,545.6380345943021,874.3782577552078,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.4777203183194449,0.03023255813953485,0.9951858145977406,0.19016305944326878
2020-12-02,556.44,571.54,541.21,568.82,47775653.0,0.0,546.5471312768784,871.3378770810267,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.4919571644203889,-0.02725904644640531,0.9951862399697324,0.22203077676161975
2020-12-03,590.02,598.97,582.43,593.38,42552003.0,0.0,548.3837143640596,868.57212706032,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.47002134633762943,0.043177103477374024,0.9951866573913739,0.19314343481708976
2020-12-04,591.01,599.04,585.5,599.04,29401314.0,0.0,550.3702353693907,865.890215348277,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.46496610487393164,0.009538575617648037,0.995187067083499,0.23852883623330629
2020-12-07,604.9197,648.7856,603.05,641.76,56309709.0,0.0,553.9541477078459,863.6600639517768,0.0,12087611.85494099,0.0,0.0,12087611.85494099,20.8761185494099,0.0,-0.4268106428016399,0.07131410256410264,0.9951874692588246,0.2485970878918249
