date,open,high,low,close,volume,market_cap,signal,short_ma,long_ma,positions,cash,stock,holding,total,roi_gross,roi_daily,roi_buy&hold,roi_daily_buy&hold,sharpe,sharpe_buy&hold
2020-05-04,209.86,210.65,194.88,206.48,1114249.32658,1114249.32658,0.0,193.164,220.2867,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3084088460807299,-0.01610597541217962,0.0,1.38732969345545
2020-05-05,206.47,211.68,201.0,205.29,640644.66268,640644.66268,0.0,194.18699999999998,221.42085,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3008681325644762,-0.00576327005036803,0.0,1.3053287383545138
2020-05-06,205.3,210.77,197.71,198.97,862700.67849,862700.67849,0.0,195.90399999999997,222.70425,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.260819973385717,-0.03078571776511274,0.0,1.2768614168844432
2020-05-07,198.92,215.1,196.43,212.0,1305778.73764,1305778.73764,0.0,197.36880000000002,224.0444,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3433876180216716,0.0654872593858371,0.0,1.1219290195560807
2020-05-08,212.01,216.61,206.9,211.31,917908.1944,917908.1944,0.0,199.1616,225.3278,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3390152715290539,-0.003254716981132111,0.0,1.3684390688049013
2020-05-09,211.32,214.6,208.4,210.07,587871.98073,587871.98073,0.0,200.79,226.62730000000002,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3311577213104365,-0.005868155790071494,0.0,1.352836120653446
2020-05-10,210.09,210.18,179.59,187.54,1473226.05475,1473226.05475,0.0,202.51139999999998,227.8583,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.18839110322539757,-0.10724996429761513,0.0,1.3253728046582882
2020-05-11,187.62,193.5,176.0,185.73,1093299.81927,1093299.81927,0.0,204.32100000000003,229.06810000000002,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.17692161459983516,-0.009651274394795739,0.0,0.7808343745355151
2020-05-12,185.8,192.24,185.48,189.76,669755.79567,669755.79567,0.0,205.67579999999998,230.18739999999997,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.20245865281034148,0.02169816400150748,0.0,0.7432500503607633
2020-05-13,189.77,201.0,188.35,199.58,806143.00704,806143.00704,0.0,207.10080000000002,231.3249,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.264685381154553,0.05174957841483985,0.0,0.8242960825610316
2020-05-14,199.61,206.02,195.67,203.29,1114700.24937,1114700.24937,0.0,208.24399999999997,232.3163,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.28819466446993214,0.018589036977652906,0.0,1.005727500784877
2020-05-15,203.29,204.08,191.66,194.86,904749.6357,904749.6357,0.0,209.57139999999998,233.34794999999997,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.234775996451429,-0.04146785380490914,0.0,1.0746013552088247
2020-05-16,194.87,203.5,193.21,200.45,669900.03754,669900.03754,0.0,211.0434,234.28259999999997,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.27019833977567953,0.02868726265010757,0.0,0.9051461030992816
2020-05-17,200.44,209.85,199.68,207.0,708711.89315,708711.89315,0.0,212.58419999999998,235.25505,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3117039477853114,0.032676477924669545,0.0,1.0074136207101891
2020-05-18,207.02,217.07,207.0,214.91,1064139.2485,1064139.2485,0.0,213.54039999999998,236.05305,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.3618275140992332,0.03821256038647336,0.0,1.1224407183067202
2020-05-19,214.92,215.95,209.45,214.58,643702.98849,643702.98849,0.0,214.58120000000002,236.86684999999997,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.35973639186363354,-0.0015355264994648676,0.0,1.2544314764390554
2020-05-20,214.6,215.75,204.27,209.98,679532.61037,679532.61037,0.0,215.5916,237.64075,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.330587415246182,-0.0214372262093393,0.0,1.2483971258676654
2020-05-21,209.99,211.64,191.71,198.74,1003923.4342,1003923.4342,0.0,216.34279999999998,238.50185000000002,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.2593625245548445,-0.05352890751500139,0.0,1.1643475807769397
2020-05-22,198.72,209.19,196.24,207.36,787672.36081,787672.36081,0.0,217.0124,239.31165000000001,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.31398517204232945,0.04337325148435145,0.0,0.9491727953471831
2020-05-23,207.36,211.2,204.55,206.6,478559.92006,478559.92006,0.0,217.7916,240.12765,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.30916925416640256,-0.0036651234567902646,0.0,1.0927072246208849
2020-05-24,206.6,210.55,199.5,199.9,673535.05784,673535.05784,0.0,218.54319999999998,240.955,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.26671313604968,-0.03242981606969986,0.0,1.0794383098867895
2020-05-25,199.9,205.67,198.01,204.15,469931.62492,469931.62492,0.0,218.8614,241.90625,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.29364425575058617,0.02126063031515768,0.0,0.9576967950784823
