date,open,high,low,close,volume,signal,short_ma,long_ma,positions,cash,stock,holding,total,roi_gross,roi_daily,roi_buy&hold,roi_daily_buy&hold,sharpe,sharpe_buy&hold
2020-07-16,1477.16,1531.71,1466.0,1500.64,14300800.0,1.0,1008.2153999999999,629.7718500000001,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.34029992050945396,-0.029346511342099868,0.0,1.9697102036992076
2020-07-17,1513.45,1537.51,1490.0,1500.84,9330000.0,1.0,1022.5806,636.0526,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.3404785509498672,0.00013327646870653354,0.0,1.6975081696907597
2020-07-20,1519.01,1650.0,1488.0,1643.0,17121400.0,1.0,1039.8398000000002,643.05195,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.467449067995677,0.09472028997094961,0.0,1.6853689319342278
2020-07-21,1639.93,1675.0,1558.0,1568.36,16157300.0,1.0,1054.8186,649.7286,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.4007841876334144,-0.04542909312233723,0.0,2.0662484466856705
2020-07-22,1599.0,1626.42,1562.0,1592.33,14161080.0,1.0,1070.4394,656.5331,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.4221930459169545,0.015283480833482077,0.0,1.7140972985512046
2020-07-23,1678.95,1689.0,1480.77,1513.07,24328504.0,1.0,1084.5126,662.90985,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.3514018023811436,-0.04977611424767481,0.0,1.7890647726139577
2020-07-24,1416.01,1465.0,1366.5401,1417.0,19396616.0,1.0,1097.0334,668.7946,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.2655966703285906,-0.06349342727038398,0.0,1.4651802264144045
2020-07-27,1435.0,1547.94,1413.0003,1539.6,16048669.0,1.0,1111.7588,675.26995,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.37509713030197456,0.08652081863091032,0.0,1.1061609161885135
2020-07-28,1504.0,1564.7,1474.42,1476.49,15808700.0,1.0,1125.3052,681.4286999999999,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.3187302948295418,-0.04099116653676271,0.0,1.410954665014538
2020-07-29,1501.0,1534.81,1487.0,1499.11,9426893.0,1.0,1139.0148,687.6848000000001,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.3389333976402917,0.01532011730523064,0.0,1.2116401241673034
2020-07-30,1488.0,1513.24,1471.0,1487.49,7621039.0,1.0,1152.6044,693.83745,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.3285549690522761,-0.0077512657510121485,0.0,1.2736100780522681
2020-07-31,1515.0,1517.05,1420.98,1430.76,12246960.0,1.0,1164.9084,699.7018,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.2778864446290291,-0.038138071516447214,0.0,1.239161862010876
2020-08-03,1449.2,1509.8101,1444.3844,1485.0,8809346.0,1.0,1178.0564,705.8280500000001,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.32633102006912984,0.03790992199949672,0.0,1.0677314439531036
2020-08-04,1495.01,1527.41,1462.0,1487.0,8414990.0,1.0,1191.4588,711.9532,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.32811732447326336,0.0013468013468014295,0.0,1.2090288480337106
2020-08-05,1492.99,1499.8384,1468.31,1485.02,4978015.0,1.0,1204.7818,718.0935499999999,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.3263488831131712,-0.0013315400134499278,0.0,1.2139712035047996
2020-08-06,1490.83,1517.31,1477.26,1489.58,5992313.0,1.0,1218.1688000000001,724.2739499999999,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.33042165715459554,0.0030706657149397465,0.0,1.2080476597324994
2020-08-07,1499.5365,1499.75,1415.01,1452.71,8896420.0,1.0,1231.1068,730.2596000000001,0.0,0.0,8922.599421246296,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.2974911354643944,-0.024751943500852525,0.0,1.219960351866581
