date,open,high,low,close,volume,market_cap,signal,short_ma,long_ma,positions,cash,stock,holding,total,roi_gross,roi_daily,roi_buy&hold,roi_daily_buy&hold,sharpe,sharpe_buy&hold
2020-07-01,9138.08,9292.0,9080.1,9232.0,38488.528699,38488.528699,1.0,9428.376,8355.1261,1.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.0,0.0,0.0,0.0
2020-07-02,9231.99,9261.96,8940.0,9086.54,45725.168076,45725.168076,1.0,9423.9194,8364.96585,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.01575606585788552,-0.01575606585788547,0.0,0.0
2020-07-03,9086.54,9125.0,9037.47,9058.26,28943.420177,28943.420177,1.0,9409.245,8375.79855,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.018819324090121294,-0.0031122957693467956,0.0,-1.0
2020-07-04,9057.79,9190.0,9040.04,9135.46,26441.968484,26441.968484,1.0,9405.6258,8388.35675,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.01045710571923753,0.00852260809471117,0.0,-1.3054565302112418
2020-07-05,9135.0,9145.24,8893.03,9069.41,34073.653627,34073.653627,1.0,9399.3886,8397.31465,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.01761156845753901,-0.007230068327155892,0.0,-0.5140286225375679
2020-07-06,9069.41,9375.0,9055.92,9344.2,54463.132277,54463.132277,1.0,9392.6718,8408.28415,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.012153379549393493,0.03029855304810347,0.0,-0.877329869196102
2020-07-07,9342.47,9379.42,9203.0,9257.39,34587.336678,34587.336678,1.0,9383.141,8418.631949999999,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.002750216637781566,-0.009290254917489027,0.0,0.32540681958972045
2020-07-08,9257.4,9470.0,9231.0,9436.06,56140.517781,56140.517781,1.0,9376.3516,8430.1485,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.022103552859618663,0.019300256335749166,0.0,0.08537574891536732
2020-07-09,9436.06,9440.79,9160.0,9232.43,48044.450645,48044.450645,1.0,9370.7716,8438.80345,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,4.657712305029149e-05,-0.021579981475319032,0.0,0.5164910428031974
2020-07-10,9232.42,9317.48,9125.0,9288.34,38295.494006,38295.494006,1.0,9375.1654,8448.6597,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.0061026863084922165,0.006055827122436908,0.0,0.023039551235489973
2020-07-11,9288.34,9299.28,9178.25,9234.03,22561.366,22561.366,1.0,9376.446000000002,8458.551000000001,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.0002198873483536238,-0.00584711584631914,0.0,0.14395317579321265
2020-07-12,9234.02,9345.0,9157.5,9302.75,30872.702286,30872.702286,1.0,9378.918,8469.0416,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.007663561525129983,0.007442037766825393,0.0,0.0270906088542604
2020-07-13,9303.31,9343.82,9200.89,9242.62,42740.069115,42740.069115,1.0,9389.3636,8479.2447,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.0011503466204506932,-0.006463680094595636,0.0,0.17405097666709513
2020-07-14,9242.61,9279.54,9113.0,9255.85,45772.552509,45772.552509,1.0,9396.4736,8489.250250000001,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,0.002583405545927249,0.0014314123051688554,0.0,0.04595510567709305
2020-07-15,9255.85,9276.49,9160.57,9197.6,39053.579665,39053.579665,1.0,9403.601999999999,8498.65755,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.003726169844020758,-0.006293317199392856,0.0,0.07426623216024791
2020-07-16,9197.6,9226.15,9047.25,9133.72,43375.571191,43375.571191,1.0,9402.195,8507.38495,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.010645580589254838,-0.006945290075672017,0.0,-0.04938138722745417
2020-07-17,9133.72,9186.83,9089.81,9154.32,28054.358741,28054.358741,1.0,9393.7636,8516.92655,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.008414211438474902,0.0022553789693575688,0.0,-0.18415922031035276
2020-07-18,9154.31,9219.3,9121.1,9170.28,22554.541457,22554.541457,1.0,9388.627799999998,8526.8018,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.006685441941074452,0.0017434391631492296,0.0,-0.14034652292926314
2020-07-19,9170.3,9232.27,9101.35,9208.99,26052.019417,26052.019417,1.0,9378.8532,8536.8425,0.0,0.0,1082.1068013442366,9990009.990009991,9990009.990009991,-0.09990009990008548,0.0,-0.0024924176776430045,0.00422124515281963,0.0,-0.10650848146550115
