date,open,high,low,close,volume,VWAP
2022-02-12 16:30:00,42362.33,42439.3,42320.43,42388.6,116.0,42382.77666666667
2022-02-12 16:35:00,42388.6,42673.87,42382.89,42611.84,336.0,42511.69312684367
2022-02-12 16:40:00,42611.84,42799.0,42574.98,42636.25,383.0,42584.34090618762
2022-02-12 16:45:00,42633.0,42690.1,42539.91,42585.29,231.0,42588.83935897436
2022-02-12 16:50:00,42585.29,42773.72,42535.65,42729.87,228.0,42604.85702988151
2022-02-12 16:55:00,42732.45,42806.65,42677.57,42730.49,421.0,42637.59920310982
2022-02-12 17:00:00,42730.49,42804.03,42674.48,42732.9,197.0,42647.85489365412
2022-02-12 17:05:00,42732.91,42746.89,42670.48,42693.86,126.0,42651.31021426235
2022-02-12 17:10:00,42693.86,42698.29,42638.92,42657.01,86.0,42651.85398148148
2022-02-12 17:15:00,42657.01,42700.0,42625.63,42668.02,69.0,42652.253445812436
2022-02-12 17:20:00,42668.02,42668.03,42598.3,42640.52,52.0,42651.86809502599
2022-02-12 17:25:00,42640.52,42659.6,42626.03,42630.88,42.0,42651.62877714619
2022-02-12 17:30:00,42630.88,42677.88,42579.76,42580.01,60.0,42650.62974577475
2022-02-12 17:35:00,42580.0,42631.09,42548.62,42589.96,61.0,42649.09107281285
2022-02-12 17:40:00,42589.95,42628.89,42572.51,42621.61,35.0,42648.49764770092
2022-02-12 17:45:00,42621.61,42680.03,42600.88,42680.02,35.0,42648.57032687652
2022-02-12 17:50:00,42680.02,42713.07,42650.6,42700.42,39.0,42649.18174016687
2022-02-12 17:55:00,42700.41,42750.53,42672.32,42723.95,67.0,42650.90388544892
2022-02-12 18:00:00,42723.94,42870.31,42723.94,42797.04,209.0,42661.84348132236
2022-02-12 18:05:00,42794.13,42924.78,42759.5,42898.7,183.0,42674.08959117384
2022-02-12 18:10:00,42898.69,42970.0,42855.67,42945.14,131.0,42684.60980366914
2022-02-12 18:15:00,42945.14,43079.49,42940.84,42983.59,317.0,42713.93016160436
2022-02-12 18:20:00,42983.6,42986.27,42873.81,42923.65,148.0,42722.79606756253
2022-02-12 18:25:00,42923.65,42946.77,42802.13,42829.36,115.0,42727.05745954254
2022-02-12 18:30:00,42829.37,42897.2,42788.6,42849.63,84.0,42729.68785291258
2022-02-12 18:35:00,42849.64,42887.48,42843.19,42858.53,79.0,42732.42471688312
2022-02-12 18:40:00,42858.53,42869.98,42769.0,42839.99,63.0,42733.93650140558
2022-02-12 18:45:00,42840.0,42850.0,42804.02,42828.25,49.0,42735.09269897359
2022-02-12 18:50:00,42828.26,42884.1,42805.96,42842.84,31.0,42735.94053927708
2022-02-12 18:55:00,42842.83,42857.09,42823.92,42829.94,20.0,42736.444116620994
2022-02-12 19:00:00,42829.94,42880.35,42786.42,42800.0,74.0,42737.99785498737
2022-02-12 19:05:00,42799.99,42882.66,42796.12,42853.7,55.0,42739.407540640605
2022-02-12 19:10:00,42853.7,42859.65,42830.0,42835.51,50.0,42740.62787054709
2022-02-12 19:15:00,42835.51,42856.47,42785.0,42785.01,60.0,42741.59022420823
2022-02-12 19:20:00,42785.0,42823.21,42678.69,42705.64,101.0,42741.456959951
2022-02-12 19:25:00,42705.65,42833.32,42700.0,42772.04,83.0,42741.962076946205
2022-02-12 19:30:00,42772.05,42789.23,42691.74,42696.78,44.0,42741.80448809525
2022-02-12 19:35:00,42696.78,42708.89,42636.64,42671.15,128.0,42739.87177083334
2022-02-12 19:40:00,42671.15,42687.93,42612.91,42663.15,86.0,42738.31064479478
2022-02-12 19:45:00,42663.16,42670.47,42608.56,42623.99,66.0,42736.86903501401
2022-02-12 19:50:00,42623.99,42734.21,42623.99,42635.34,60.0,42735.96834163209
2022-02-12 19:55:00,42635.34,42663.77,42630.99,42662.47,31.0,42735.43436748438
2022-02-12 20:00:00,42662.47,42714.43,42475.16,42527.84,234.0,42727.935429039666
2022-02-12 20:05:00,42527.85,42600.01,42527.84,42597.85,85.0,42725.424852998076
2022-02-12 20:10:00,42597.86,42666.47,42595.57,42654.38,52.0,42724.56232031151
2022-02-12 20:15:00,42654.37,42673.38,42603.37,42605.11,39.0,42723.84121206362
2022-02-12 20:20:00,42603.37,42671.89,42601.02,42643.16,45.0,42723.11904761906
2022-02-12 20:25:00,42643.16,42673.38,42621.07,42639.98,29.0,42722.69337519526
2022-02-12 20:30:00,42639.98,42743.27,42639.98,42735.93,47.0,42722.55102997648
2022-02-12 20:35:00,42735.94,42752.99,42646.72,42677.97,50.0,42722.27497115858
2022-02-12 20:40:00,42677.96,42680.91,42622.01,42622.01,37.0,42721.72946547207
2022-02-12 20:45:00,42622.01,42669.7,42611.38,42624.64,29.0,42721.27326421731
2022-02-12 20:50:00,42624.64,42649.98,42617.17,42636.99,35.0,42720.72571359722
2022-02-12 20:55:00,42636.99,42645.78,42564.43,42622.67,24.0,42720.25164897128
2022-02-12 21:00:00,42622.66,42622.67,42567.45,42587.68,45.0,42719.22624300847
2022-02-12 21:05:00,42587.68,42588.75,42530.0,42539.74,37.0,42718.13444286814
2022-02-12 21:10:00,42539.74,42586.82,42526.53,42585.14,42.0,42717.010910637815
2022-02-12 21:15:00,42585.14,42585.14,42510.0,42530.61,59.0,42715.21116144021
2022-02-12 21:20:00,42530.61,42543.99,42373.7,42381.95,230.0,42704.34692350644
2022-02-12 21:25:00,42381.95,42431.66,42345.08,42424.44,101.0,42699.290209191255
2022-02-12 21:30:00,42424.44,42424.45,41916.81,42019.81,476.0,42657.19881370604
2022-02-12 21:35:00,42019.8,42099.8,41957.93,42064.55,206.0,42638.39437188412
2022-02-12 21:40:00,42066.71,42066.71,41700.0,41957.57,586.0,42580.0817395649
2022-02-12 21:45:00,41957.57,41957.57,41739.13,41798.5,202.0,42560.03580692217
2022-02-12 21:50:00,41798.5,41881.5,41749.06,41798.75,159.0,42544.54330519482
2022-02-12 21:55:00,41798.74,41904.86,41798.74,41877.82,89.0,42536.72686823299
2022-02-12 22:00:00,41877.82,41957.19,41830.01,41944.65,148.0,42525.051889042894
2022-02-12 22:05:00,41944.65,42000.63,41890.08,41997.82,101.0,42517.98756158249
2022-02-12 22:10:00,41998.65,42002.7,41926.06,41933.86,78.0,42512.56926318385
2022-02-12 22:15:00,41933.86,42062.26,41928.88,42058.63,81.0,42507.668162742484
2022-02-12 22:20:00,42058.63,42061.35,41890.2,41946.98,67.0,42503.27804533722
2022-02-12 22:25:00,41946.99,42007.04,41924.49,41980.0,56.0,42499.692106570525
2022-02-12 22:30:00,41979.99,42079.0,41965.07,42075.25,41.0,42497.43679384445
2022-02-12 22:35:00,42075.24,42187.39,42053.47,42056.53,103.0,42492.5897239288
2022-02-12 22:40:00,42059.62,42061.0,41926.07,42041.64,76.0,42488.291187743955
2022-02-12 22:45:00,42041.65,42067.69,41949.26,42067.69,51.0,42485.55996081171
2022-02-12 22:50:00,42067.69,42226.29,42053.37,42133.44,139.0,42480.02129705995
2022-02-12 22:55:00,42137.48,42179.91,42098.74,42175.51,34.0,42478.74635668645
2022-02-12 23:00:00,42175.52,42185.94,42103.14,42107.08,55.0,42476.58419359716
2022-02-12 23:05:00,42107.08,42204.08,42105.39,42173.37,31.0,42475.478570621475
2022-02-12 23:10:00,42173.36,42247.02,42153.11,42217.01,45.0,42474.11382237213
2022-02-12 23:15:00,42217.02,42250.87,42177.96,42196.76,28.0,42473.28043146925
2022-02-12 23:20:00,42196.75,42200.42,42122.5,42155.51,39.0,42471.91484936399
2022-02-12 23:25:00,42155.5,42205.0,42151.79,42177.14,17.0,42471.35833426144
2022-02-12 23:30:00,42177.89,42186.96,42110.87,42113.74,26.0,42470.393495095326
2022-02-12 23:35:00,42113.75,42141.29,42089.0,42097.06,29.0,42469.23376208399
2022-02-12 23:40:00,42097.06,42108.61,42058.83,42108.6,34.0,42467.81939347155
