date,close,VWAP,signal,positions
2022-02-08 12:50:00,3055.42,3056.6821101190467,0.0,0.0
2022-02-08 12:55:00,3066.36,3057.6149695426398,1.0,1.0
2022-02-08 13:00:00,3076.38,3060.689349180069,1.0,0.0
2022-02-08 13:05:00,3071.62,3063.099401802157,1.0,0.0
2022-02-08 13:10:00,3068.32,3064.0560032484805,1.0,0.0
2022-02-08 13:15:00,3061.93,3064.1290502837323,0.0,-1.0
2022-02-08 13:20:00,3074.96,3064.759317897371,1.0,1.0
2022-02-08 13:25:00,3076.28,3065.3965614902518,1.0,0.0
2022-02-08 13:30:00,3077.0,3065.8822052392734,1.0,0.0
2022-02-08 13:35:00,3083.99,3067.3778164462374,1.0,0.0
2022-02-08 13:40:00,3079.22,3068.0589391437143,1.0,0.0
2022-02-08 13:45:00,3086.0,3069.122892683329,1.0,0.0
2022-02-08 13:50:00,3086.86,3070.6716563137606,1.0,0.0
2022-02-08 13:55:00,3092.15,3072.067528547439,1.0,0.0
2022-02-08 14:00:00,3088.46,3073.331314876654,1.0,0.0
2022-02-08 14:05:00,3086.09,3074.0198014617517,1.0,0.0
2022-02-08 14:10:00,3089.64,3074.8534888819295,1.0,0.0
2022-02-08 14:15:00,3093.79,3076.3564518063904,1.0,0.0
2022-02-08 14:20:00,3097.54,3077.119640960731,1.0,0.0
2022-02-08 14:25:00,3086.48,3077.615198168465,1.0,0.0
2022-02-08 14:30:00,3079.16,3078.5858011327546,1.0,0.0
2022-02-08 14:35:00,3096.59,3079.312704474826,1.0,0.0
2022-02-08 14:40:00,3093.62,3079.6435212059023,1.0,0.0
2022-02-08 14:45:00,3091.02,3080.149013036701,1.0,0.0
2022-02-08 14:50:00,3081.71,3080.351307878708,1.0,0.0
2022-02-08 14:55:00,3070.74,3080.1019249326396,0.0,-1.0
2022-02-08 15:00:00,3054.0,3078.8191826079005,0.0,0.0
2022-02-08 15:05:00,3050.48,3077.020211841423,0.0,0.0
2022-02-08 15:10:00,3041.33,3074.8303172790693,0.0,0.0
2022-02-08 15:15:00,3056.21,3072.6892141438466,0.0,0.0
2022-02-08 15:20:00,3060.0,3072.2553667461243,0.0,0.0
2022-02-08 15:25:00,3057.4,3072.014397985337,0.0,0.0
2022-02-08 15:30:00,3052.33,3071.6377723203905,0.0,0.0
2022-02-08 15:35:00,3060.04,3070.9805719717087,0.0,0.0
2022-02-08 15:40:00,3065.73,3070.836429603534,0.0,0.0
2022-02-08 15:45:00,3072.23,3070.873554312668,1.0,1.0
2022-02-08 15:50:00,3076.79,3070.9787913957502,1.0,0.0
2022-02-08 15:55:00,3076.19,3071.0752713047827,1.0,0.0
2022-02-08 16:00:00,3071.22,3071.210142884589,1.0,0.0
2022-02-08 16:05:00,3074.83,3071.2388997676453,1.0,0.0
2022-02-08 16:10:00,3079.9,3071.322492183107,1.0,0.0
2022-02-08 16:15:00,3079.67,3071.4341947426874,1.0,0.0
2022-02-08 16:20:00,3076.93,3071.473246483281,1.0,0.0
2022-02-08 16:25:00,3076.99,3071.5112865100164,1.0,0.0
2022-02-08 16:30:00,3075.13,3071.624031338539,1.0,0.0
2022-02-08 16:35:00,3072.59,3071.636405345783,1.0,0.0
2022-02-08 16:40:00,3069.06,3071.613673202906,0.0,-1.0
2022-02-08 16:45:00,3052.51,3071.215853006099,0.0,0.0
2022-02-08 16:50:00,3042.81,3070.559885823729,0.0,0.0
2022-02-08 16:55:00,3044.73,3069.8765852250453,0.0,0.0
2022-02-08 17:00:00,3040.26,3069.303054546063,0.0,0.0
2022-02-08 17:05:00,3040.02,3068.60272433158,0.0,0.0
2022-02-08 17:10:00,3047.71,3068.209522954668,0.0,0.0
2022-02-08 17:15:00,3058.33,3067.9977327271736,0.0,0.0
2022-02-08 17:20:00,3056.64,3067.898528430818,0.0,0.0
2022-02-08 17:25:00,3043.94,3067.562280038803,0.0,0.0
2022-02-08 17:30:00,3039.99,3067.2031299733126,0.0,0.0
2022-02-08 17:35:00,3039.37,3066.834656658774,0.0,0.0
2022-02-08 17:40:00,3032.9,3066.1247772964552,0.0,0.0
2022-02-08 17:45:00,3043.16,3065.5801721364483,0.0,0.0
2022-02-08 17:50:00,3049.14,3065.288860277469,0.0,0.0
2022-02-08 17:55:00,3052.27,3065.107044642657,0.0,0.0
2022-02-08 18:00:00,3056.78,3064.995697690376,0.0,0.0
2022-02-08 18:05:00,3052.5,3064.906810802856,0.0,0.0
2022-02-08 18:10:00,3061.02,3064.83752604377,0.0,0.0
2022-02-08 18:15:00,3062.6,3064.8083627396836,0.0,0.0
2022-02-08 18:20:00,3057.79,3064.7799882566555,0.0,0.0
2022-02-08 18:25:00,3063.27,3064.756668826191,0.0,0.0
2022-02-08 18:30:00,3067.83,3064.770446067076,1.0,1.0
2022-02-08 18:35:00,3062.63,3064.7747316150867,0.0,-1.0
2022-02-08 18:40:00,3063.0,3064.76841905175,0.0,0.0
2022-02-08 18:45:00,3068.1,3064.7787710712328,1.0,1.0
2022-02-08 18:50:00,3052.24,3064.7259123418285,0.0,-1.0
2022-02-08 18:55:00,3059.02,3064.6607186829265,0.0,0.0
2022-02-08 19:00:00,3058.4,3064.621808075705,0.0,0.0
2022-02-08 19:05:00,3057.25,3064.596183732587,0.0,0.0
2022-02-08 19:10:00,3056.26,3064.551066743278,0.0,0.0
2022-02-08 19:15:00,3062.2,3064.506973347638,0.0,0.0
2022-02-08 19:20:00,3043.75,3064.3253094776837,0.0,0.0
2022-02-08 19:25:00,3035.32,3063.813833574694,0.0,0.0
2022-02-08 19:30:00,3046.73,3063.591311457962,0.0,0.0
2022-02-08 19:35:00,3038.06,3063.41819500639,0.0,0.0
2022-02-08 19:40:00,3038.9,3063.2195860160223,0.0,0.0
2022-02-08 19:45:00,3038.86,3062.961631995317,0.0,0.0
2022-02-08 19:50:00,3049.21,3062.783440867567,0.0,0.0
2022-02-08 19:55:00,3051.6,3062.7097234112894,0.0,0.0
2022-02-08 20:00:00,3055.13,3062.6135133573407,0.0,0.0
2022-02-08 20:05:00,3063.69,3062.5994695354807,1.0,1.0
2022-02-08 20:10:00,3067.82,3062.6225275660686,1.0,0.0
2022-02-08 20:15:00,3067.38,3062.6649006570337,1.0,0.0
2022-02-08 20:20:00,3073.61,3062.7178423799564,1.0,0.0
2022-02-08 20:25:00,3081.93,3062.9633085975934,1.0,0.0
2022-02-08 20:30:00,3096.36,3063.614073348895,1.0,0.0
2022-02-08 20:35:00,3106.54,3064.4532781001067,1.0,0.0
2022-02-08 20:40:00,3107.0,3064.964027156008,1.0,0.0
2022-02-08 20:45:00,3116.8,3065.654580352955,1.0,0.0
2022-02-08 20:50:00,3116.72,3066.193884096922,1.0,0.0
2022-02-08 20:55:00,3117.0,3066.6095765267078,1.0,0.0
2022-02-08 21:00:00,3121.46,3067.5445737744303,1.0,0.0
2022-02-08 21:05:00,3115.77,3068.1283544676676,1.0,0.0
2022-02-08 21:10:00,3104.71,3068.859271408767,1.0,0.0
2022-02-08 21:15:00,3113.06,3069.072755212073,1.0,0.0
2022-02-08 21:20:00,3117.78,3069.5903141807166,1.0,0.0
2022-02-08 21:25:00,3113.33,3069.8975694372293,1.0,0.0
2022-02-08 21:30:00,3123.01,3070.6018480555135,1.0,0.0
2022-02-08 21:35:00,3119.54,3070.8055014140573,1.0,0.0
2022-02-08 21:40:00,3122.98,3071.1692690035097,1.0,0.0
2022-02-08 21:45:00,3118.89,3071.499816006433,1.0,0.0
2022-02-08 21:50:00,3116.59,3071.6911070069855,1.0,0.0
2022-02-08 21:55:00,3113.94,3071.843393519052,1.0,0.0
2022-02-08 22:00:00,3110.43,3072.084926011179,1.0,0.0
2022-02-08 22:05:00,3114.67,3072.2158865185484,1.0,0.0
2022-02-08 22:10:00,3111.36,3072.3897661433766,1.0,0.0
2022-02-08 22:15:00,3110.22,3072.5412549624666,1.0,0.0
2022-02-08 22:20:00,3111.97,3072.645782554843,1.0,0.0
2022-02-08 22:25:00,3109.53,3072.756015346116,1.0,0.0
2022-02-08 22:30:00,3097.42,3072.8767391059955,1.0,0.0
2022-02-08 22:35:00,3106.06,3072.9432931712568,1.0,0.0
2022-02-08 22:40:00,3102.35,3072.972741543309,1.0,0.0
2022-02-08 22:45:00,3107.04,3073.1180324861825,1.0,0.0
2022-02-08 22:50:00,3110.8,3073.34821388669,1.0,0.0
2022-02-08 22:55:00,3113.92,3073.5124634422195,1.0,0.0
2022-02-08 23:00:00,3113.44,3073.6601845821924,1.0,0.0
2022-02-08 23:05:00,3119.2,3073.8128015916523,1.0,0.0
2022-02-08 23:10:00,3118.0,3074.091717106685,1.0,0.0
2022-02-08 23:15:00,3132.5,3074.954339716439,1.0,0.0
2022-02-08 23:20:00,3131.83,3075.27682591679,1.0,0.0
2022-02-08 23:25:00,3134.81,3075.5537630146164,1.0,0.0
2022-02-08 23:30:00,3125.58,3075.905844035774,1.0,0.0
2022-02-08 23:35:00,3122.72,3076.0495352402604,1.0,0.0
2022-02-08 23:40:00,3128.71,3076.2797929483577,1.0,0.0
2022-02-08 23:45:00,3118.56,3076.573409378661,1.0,0.0
2022-02-08 23:50:00,3120.89,3076.656872546153,1.0,0.0
2022-02-08 23:55:00,3116.69,3076.7676296237073,1.0,0.0
2022-02-09 00:00:00,3118.6,3076.954131543963,1.0,0.0
2022-02-09 00:05:00,3121.92,3077.135520850329,1.0,0.0
2022-02-09 00:10:00,3117.75,3077.345994171034,1.0,0.0
2022-02-09 00:15:00,3123.65,3077.5432198690946,1.0,0.0
2022-02-09 00:20:00,3122.64,3077.699330130255,1.0,0.0
2022-02-09 00:25:00,3109.03,3077.883613534752,1.0,0.0
2022-02-09 00:30:00,3110.1,3078.041584017834,1.0,0.0
2022-02-09 00:35:00,3109.62,3078.1497090093603,1.0,0.0
2022-02-09 00:40:00,3124.43,3078.3113010067573,1.0,0.0
2022-02-09 00:45:00,3128.14,3078.445762554936,1.0,0.0
2022-02-09 00:50:00,3125.4,3078.5908961920604,1.0,0.0
2022-02-09 00:55:00,3129.08,3078.7601560827006,1.0,0.0
2022-02-09 01:00:00,3125.59,3078.913077194439,1.0,0.0
2022-02-09 01:05:00,3127.01,3079.0529759959386,1.0,0.0
2022-02-09 01:10:00,3125.77,3079.189555611794,1.0,0.0
2022-02-09 01:15:00,3117.34,3079.2975209527094,1.0,0.0
2022-02-09 01:20:00,3116.51,3079.3682311566076,1.0,0.0
2022-02-09 01:25:00,3118.15,3079.4431374322276,1.0,0.0
2022-02-09 01:30:00,3120.25,3079.553911561633,1.0,0.0
2022-02-09 01:35:00,3114.14,3079.699012796808,1.0,0.0
2022-02-09 01:40:00,3110.65,3080.009646882109,1.0,0.0
2022-02-09 01:45:00,3106.29,3080.119237627444,1.0,0.0
2022-02-09 01:50:00,3102.45,3080.321099769792,1.0,0.0
2022-02-09 01:55:00,3101.71,3080.460759154202,1.0,0.0
2022-02-09 02:00:00,3097.77,3080.537861511939,1.0,0.0
2022-02-09 02:05:00,3079.46,3080.616359549091,0.0,-1.0
2022-02-09 02:10:00,3068.93,3080.5267947891793,0.0,0.0
2022-02-09 02:15:00,3069.99,3080.4381178103276,0.0,0.0
2022-02-09 02:20:00,3069.01,3080.3700822819455,0.0,0.0
2022-02-09 02:25:00,3068.8,3080.315030347613,0.0,0.0
2022-02-09 02:30:00,3063.17,3080.1723244462237,0.0,0.0
2022-02-09 02:35:00,3066.57,3080.0952540587305,0.0,0.0
2022-02-09 02:40:00,3066.31,3080.034334482349,0.0,0.0
