,PricesA,PricesB,Spread,Buy signal,Short signal,Exit signal,stateA,stateB,cash,assets,holding,debt,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold,Asset A,Asset B,Pair Number
2021-04-22,2252.52,2267.92,0.0,-0.007567026016495993,0.007567026016495993,0,0,0,5000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOGL,GOOG,1
2021-04-23,2299.93,2315.3,0.00015614840169742017,-0.007567026016495993,0.007567026016495993,0,0,0,5000.0,0.0,0.0,0.0,5000.0,0.0,0.021047537868698105,0.0,0.020969463667849464,0.0,0.0,GOOGL,GOOG,1
2021-04-26,2309.93,2326.74,-0.00044864900190244583,-0.007567026016495993,0.007567026016495993,0,0,0,5000.0,0.0,0.0,0.0,5000.0,0.0,0.025487010104238744,0.0,0.004644478709779687,0.0,1.0000000000000002,GOOGL,GOOG,1
2021-04-27,2290.98,2307.12,-0.00021035008406133926,-0.007567026016495993,0.007567026016495993,0,0,0,5000.0,0.0,0.0,0.0,5000.0,0.0,0.017074210217889314,0.0,-0.008318080396912175,0.0,1.34272469027009,GOOGL,GOOG,1
2021-04-28,2359.04,2379.91,-0.0020907904259868104,-0.007567026016495993,0.007567026016495993,0,0,0,5000.0,0.0,0.0,0.0,5000.0,0.0,0.04728925825297888,0.0,0.03062907945002369,0.0,0.7016758056582139,GOOGL,GOOG,1
2021-04-29,2392.76,2429.89,-0.009158704432730813,-0.007567026016495993,0.007567026016495993,0,1,2,4964.6046,1.0,2392.76,2429.89,4927.4746,-1.4505080000000088,0.06225915863122203,-0.014505080000000059,0.017650716133859046,0.0,1.3492888577189808,GOOGL,GOOG,1
2021-04-30,2353.5,2410.12,-0.017870833726158164,-0.007567026016495993,0.007567026016495993,0,0,0,4964.6046,1.0,2353.5,2410.12,4907.9846,-1.8403080000000043,0.04482979063448938,-0.00395537300182125,-0.012254247683309072,-0.9999999999999999,1.8356446853229889,GOOGL,GOOG,1
2021-05-03,2343.08,2395.17,-0.015904820517169016,-0.007567026016495993,0.007567026016495993,0,0,0,4964.6046,1.0,2343.08,2395.17,4912.5145999999995,-1.7497080000000096,0.040203860565056,0.0009229857811696718,-0.0053227575118445225,-1.2833444333858401,1.2644798024397212,GOOGL,GOOG,1
2021-05-04,2306.83,2354.25,-0.01395494289253918,-0.007567026016495993,0.007567026016495993,0,0,0,4964.6046,1.0,2306.83,2354.25,4917.1846,-1.656308000000008,0.024110773711221185,0.0009506333070237183,-0.016283855891772392,-1.1950170976012853,1.0984645965741495,GOOGL,GOOG,1
2021-05-05,2314.77,2356.74,-0.01152792426282212,-0.007567026016495993,0.007567026016495993,0,0,0,4964.6046,1.0,2314.77,2356.74,4922.634599999999,-1.547308000000012,0.027635714666240478,0.0011083578192285781,0.0022417398811560574,-1.1135306610045008,0.6506258509168357,GOOGL,GOOG,1
