,PricesA,PricesB,Spread,Buy signal,Short signal,Exit signal,stateA,stateB,cash,assets,holding,debt,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold,Asset A,Asset B,Pair Number
2021-04-22,200.9,67.75,133.15,100.00127110465922,128.2573850218229,114.12932806324106,2,1,4899.194000000001,36.0,2439.0,2410.8,4927.394000000001,-1.452119999999977,0.0,0.0,0.0,0.0,0.0,MMM,AOS,1
2021-04-23,202.2,68.36,133.83999999999997,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2460.96,2426.3999999999996,4933.754000000002,-1.3249199999999655,0.006470881035340881,0.0012907431392741309,0.0077372855361206305,0.0,0.0,MMM,AOS,1
2021-04-26,199.63,67.9,131.73,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2444.4,2395.56,4948.0340000000015,-1.0393199999999707,-0.006321553011448534,0.0028943477927760863,-0.00971587646131944,1.0000000000000002,1.0,MMM,AOS,1
2021-04-27,194.45,68.12,126.32999999999998,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2452.32,2333.3999999999996,5018.114000000001,0.36228000000002797,-0.03210552513688411,0.01416320098042978,-0.011291560042284488,1.666400762110724,-0.1306240077140751,MMM,AOS,1
2021-04-28,195.93,66.54,129.39,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2395.44,2351.16,4943.474000000002,-1.1305199999999604,-0.02473867595818815,-0.014874114059584831,-0.008084798798985382,1.4129430524533049,-0.7453432629875554,MMM,AOS,1
2021-04-29,199.05,68.41,130.64000000000001,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2462.7599999999998,2388.6000000000004,4973.354000000001,-0.5329199999999764,-0.009208561473369807,0.006044332386495599,0.022035126415410167,0.14994543418369566,-1.193963699298541,MMM,AOS,1
2021-04-30,197.14,67.75,129.39,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2439.0,2365.68,4972.514000000001,-0.5497199999999793,-0.018715778994524736,-0.00016890010242587294,-0.009621892580674363,0.4081121767360429,0.02151858539969513,MMM,AOS,1
2021-05-03,198.61,70.29,128.32,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2530.44,2383.32,5046.314000000002,0.9262800000000425,-0.011398705823792892,0.014841587173007653,0.02261555793128034,0.40537772541863715,-0.2738508687749033,MMM,AOS,1
2021-05-04,199.38,71.53,127.85,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2575.08,2392.56,5081.714000000002,1.634280000000035,-0.007565953210552565,0.007015021261062904,0.010925138090629005,0.9120641931700972,0.3402281661586471,MMM,AOS,1
2021-05-05,201.44,71.22,130.22,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2563.92,2417.2799999999997,5045.834000000002,0.916680000000033,0.0026879044300646693,-0.007060609865096712,0.0027722565722274606,1.1724400927444276,0.6010581227840297,MMM,AOS,1
2021-05-06,202.41,71.34,131.07,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2568.2400000000002,2428.92,5038.514000000001,0.7702800000000206,0.007516177202588308,-0.0014507017075869877,0.0032131420408705313,0.8481135536215335,0.6729628733585129,MMM,AOS,1
2021-05-07,203.07,71.13,131.94,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2560.68,2436.84,5023.0340000000015,0.46068000000002945,0.010801393728222934,-0.0030723344224109495,9.00679783251146e-05,0.7938177141116456,0.7556987585812855,MMM,AOS,1
2021-05-10,207.33,72.25,135.08,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2601.0,2487.96,5012.234000000001,0.24468000000002574,0.03200597312095574,-0.002150094942618419,0.018312279878542004,0.6782626734023636,0.7593857753312592,MMM,AOS,1
2021-05-11,203.72,70.87,132.85,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2551.32,2444.64,5005.874000000002,0.11748000000003231,0.014036834245893446,-0.0012688952670605325,-0.01826994657955905,0.6008944371922901,1.1332421200608285,MMM,AOS,1
2021-05-12,198.87,68.49,130.38,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2465.64,2386.44,4978.394,-0.4321199999999953,-0.010104529616724743,-0.0054895508756316325,-0.02877085877855179,0.5566557030687812,0.6345572022509067,MMM,AOS,1
2021-05-13,203.41,71.06,132.35,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2558.16,2440.92,5016.434000000001,0.3286800000000221,0.012493777999004436,0.007641018368574448,0.03025357007406071,0.3597051904783439,0.033925203654680144,MMM,AOS,1
2021-05-14,204.38,71.77,132.61,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2583.72,2452.56,5030.354000000001,0.6070800000000235,0.017322050771528073,0.0027748795259741055,0.007426190875165828,0.6014919698102034,0.49786368071813025,MMM,AOS,1
2021-05-17,205.11,70.87,134.24,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2551.32,2461.32,4989.194000000001,-0.21611999999997353,0.020955699352911937,-0.00818232673088215,-0.004647122917829649,0.692792005967546,0.6117387192779004,MMM,AOS,1
2021-05-18,203.03,68.87,134.16,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2479.32,2436.36,4942.154,-1.156919999999991,0.01060228969636633,-0.00942837660752438,-0.01929054808107422,0.4062330432635294,0.5378109919977154,MMM,AOS,1
2021-05-19,202.6,68.62,133.98,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2470.32,2431.2,4938.314000000001,-1.2337199999999757,0.008461921353907359,-0.0007769891427906739,-0.0028761819569312896,0.10536004848677762,0.22961964253186012,MMM,AOS,1
2021-05-20,201.65,68.93,132.72,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2481.4800000000005,2419.8,4960.874000000002,-0.7825199999999677,0.0037332005973120955,0.004568360780622838,-7.573084353140747e-05,0.08217798638359873,0.18750649210642314,MMM,AOS,1
2021-05-21,201.86,69.27,132.59000000000003,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2493.72,2422.32,4970.594000000001,-0.5881199999999808,0.004778496764559522,0.001959332166065808,0.0030001463658919647,0.21744113192927575,0.18662129395670016,MMM,AOS,1
2021-05-24,202.61,69.18,133.43,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2490.4800000000005,2431.32,4958.354000000001,-0.8329199999999765,0.008511697361871618,-0.002462482351203832,0.0011862523674128767,0.27571409292184784,0.23070195362492527,MMM,AOS,1
2021-05-25,201.71,69.16,132.55,100.00127110465922,128.2573850218229,114.12932806324106,0,0,4899.194000000001,36.0,2489.7599999999998,2420.52,4968.434000000001,-0.6313199999999779,0.004031856645097074,0.002032932703070367,-0.002352680160547793,0.20193933361836444,0.24834382241574443,MMM,AOS,1
