,PricesA,PricesB,Spread,Buy signal,Short signal,Exit signal,stateA,stateB,cash,assets,holding,debt,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold,Asset A,Asset B,Pair Number
2020-07-24,88.05,48.49,-0.02563253322344705,-0.05731646175144052,0.05731646175144052,0,0,0,5085.1975,0.0,0.0,0.0,5085.1975,1.7039500000000045,0.035882352941176435,0.0,-0.0015079316113999486,0.3585245812432552,0.450622325152174,AEP,KO,15
2020-07-27,83.26,48.48,-0.0817665602142783,-0.05731646175144052,0.05731646175144052,0,1,2,5117.052900000001,29.0,2414.54,2520.96,5010.6329000000005,0.21265800000001034,-0.020470588235294053,-0.01466306864187672,-0.026972408615464905,0.35856156209746815,0.4386742653250261,AEP,KO,15
2020-07-28,84.74,48.18,-0.05778736993921907,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2457.46,2505.36,5069.152900000001,1.3830580000000192,-0.0030588235294118243,0.011679163324856745,0.00531370259459063,0.0662575493428769,0.2202021140317521,AEP,KO,15
2020-07-29,84.8,48.02,-0.05357886061605033,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2459.2,2497.04,5079.2129,1.5842580000000088,-0.002352941176470622,0.00198455248804974,-0.0013631553783227668,0.2807473389825097,0.26107828599984917,AEP,KO,15
2020-07-30,86.07,47.69,-0.03141351601936759,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2496.0299999999997,2479.88,5133.2029,2.6640580000000047,0.012588235294117567,0.010629599716129201,0.003766464991419527,0.31732214005178006,0.2505594219257286,AEP,KO,15
2020-07-31,86.88,47.24,-0.012032965900896198,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2519.52,2456.48,5180.0929000000015,3.6018580000000293,0.02211764705882347,0.009134647687509378,-0.00015643691312039465,0.5046977040055777,0.27956611419440625,AEP,KO,15
2020-08-03,85.77,46.3,-0.004513855980220471,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2487.33,2407.6,5196.7829,3.9356580000000028,0.009058823529411718,0.003221949938387869,-0.016358156002075352,0.6623621643060037,0.27838371557838704,AEP,KO,15
2020-08-04,85.54,46.69,-0.015757391573091528,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2480.6600000000003,2427.88,5169.8329,3.3966580000000066,0.006352941176470662,-0.005185900684825606,0.0028832591988339207,0.7193821612778536,0.1508979263372012,AEP,KO,15
2020-08-05,84.83,47.22,-0.03571278458844129,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2460.07,2455.44,5121.6829,2.433657999999996,-0.00200000000000002,-0.009313647255407509,0.0016019568627039238,0.6232291818046152,0.1729449248572736,AEP,KO,15
2020-08-06,85.37,47.48,-0.03505161223859066,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2475.73,2468.96,5123.8229,2.4764580000000023,0.004352941176470642,0.0004178314124054783,0.005928352715234064,0.4504383598554512,0.18521132535016496,AEP,KO,15
2020-08-07,86.6,47.8,-0.027586277943751902,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2511.3999999999996,2485.6,5142.8529,2.857057999999997,0.018823529411764635,0.0037140237614379235,0.010508018799970875,0.45781762430199946,0.23038624810231406,AEP,KO,15
2020-08-10,85.94,47.72,-0.033599670340991095,-0.05731646175144052,0.05731646175144052,0,0,0,5117.052900000001,29.0,2492.2599999999998,2481.44,5127.8729,2.557458000000006,0.011058823529411736,-0.002912780180821306,-0.004607721170316603,0.5221823841623184,0.3098339870075117,AEP,KO,15
