,PricesA,PricesB,Spread,Buy signal,Short signal,Exit signal,stateA,stateB,cash,assets,holding,debt,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold,Asset A,Asset B,Pair Number
2020-10-14,54.05,53.45,0.5999999999999943,-14.234994919276293,-7.66113156293715,-10.948063241106722,0,0,4963.3279999999995,44.0,2351.8,2486.2999999999997,4828.8279999999995,-3.4234400000000096,0.05918087399568873,0.0051414117192549735,0.004266090382868626,-0.7711713525802475,-0.06507462685474699,LNT,EVRG,12
2020-10-15,54.55,54.42,0.12999999999999545,-14.234994919276293,-7.66113156293715,-10.948063241106722,0,0,4963.3279999999995,44.0,2394.48,2509.2999999999997,4848.508,-3.0298400000000036,0.06897903194199483,0.004075523087589739,0.013331823133006626,-0.6648409263215117,-0.040369994301533894,LNT,EVRG,12
2020-10-16,54.89,54.92,-0.030000000000001137,-14.234994919276293,-7.66113156293715,-10.948063241106722,0,0,4963.3279999999995,44.0,2416.48,2524.94,4854.867999999999,-2.9026400000000283,0.07564177934548304,0.0013117437364233986,0.007594716001485091,-0.5819819383908564,0.0366671448891904,LNT,EVRG,12
2020-10-19,54.72,54.6,0.11999999999999744,-14.234994919276293,-7.66113156293715,-10.948063241106722,-2,0,4824.584000000001,0.0,0.0,0.0,4824.584000000001,-3.508319999999985,0.07231040564373893,-0.006237862697811347,-0.0043570970547482935,-0.5558535611480203,0.08041129197785278,LNT,EVRG,12
2020-04-22,19.58,16.5,3.0799999999999983,4.056358827119174,10.805301251932208,7.430830039525691,1,2,4933.7492,126.0,2467.08,2475.0,4925.8292,-1.4834159999999974,0.0,0.0,0.0,0.0,0.0,CFG,FITB,13
2020-04-23,20.25,16.86,3.3900000000000006,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2551.5,2529.0,4956.2492,-0.875015999999996,0.03421859039836578,0.006175609986639463,0.028018386108273674,0.0,0.0,CFG,FITB,13
2020-04-24,20.6,17.12,3.4800000000000004,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2595.6000000000004,2568.0,4961.349200000001,-0.7730159999999887,0.05209397344228822,0.00102900394919625,0.016358150426093676,1.0,1.0,CFG,FITB,13
2020-04-27,22.43,18.35,4.079999999999998,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2826.18,2752.5,5007.4292000000005,0.14858400000000985,0.14555669050051084,0.009287796150289074,0.08039938996571827,1.2571701452422852,1.8203469337885387,CFG,FITB,13
2020-04-28,22.29,18.58,3.710000000000001,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2808.54,2786.9999999999995,4955.289200000001,-0.8942159999999786,0.13840653728294183,-0.010412528648432895,0.003007178620980655,1.8842170737784762,1.7949071870321973,CFG,FITB,13
2020-04-29,23.33,19.69,3.639999999999997,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2939.58,2953.5,4919.8292,-1.6034159999999975,0.19152196118488257,-0.007155990007606583,0.05316400881706396,0.36134127779643394,1.7511067729384011,CFG,FITB,13
2020-04-30,22.39,18.69,3.6999999999999993,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2821.14,2803.5,4951.3892,-0.9722160000000077,0.14351378958120548,0.006414856840964989,-0.045543321835666895,-0.058199895892660065,2.3609001023415623,CFG,FITB,13
2020-05-01,21.42,17.77,3.650000000000002,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2698.92,2665.5,4967.1692,-0.6566159999999945,0.09397344228804921,0.00318698437198206,-0.04625956573507328,0.2753753206200122,1.2658603322870177,CFG,FITB,13
2020-05-04,21.2,17.64,3.5599999999999987,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2671.2,2646.0,4958.9492,-0.8210159999999996,0.08273748723186933,-0.00165486611569432,-0.008804810494255189,0.4408144924072596,0.7157482065434779,CFG,FITB,13
2020-05-05,21.18,17.37,3.8099999999999987,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2668.68,2605.5,4996.9292000000005,-0.061415999999990166,0.08171603677221664,0.007658880635437848,-0.008079216192609984,0.3545143767911541,0.6418435307115102,CFG,FITB,13
2020-05-06,20.54,16.78,3.759999999999998,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2588.04,2517.0,5004.7892,0.0957840000000033,0.04902962206332998,0.0015729660528309708,-0.03206643632175532,0.7102182867461652,0.5755410667601408,CFG,FITB,13
2020-05-07,21.25,17.33,3.9200000000000017,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2677.5,2599.4999999999995,5011.7492,0.234984000000004,0.08529111338100112,0.0013906679625987906,0.033685792637907275,0.7910568744612061,0.30692537339746234,CFG,FITB,13
2020-05-08,22.2,18.1,4.099999999999998,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2797.2,2715.0,5015.9492,0.3189840000000004,0.13381001021450467,0.0008380307617945615,0.044570998558728814,0.8629420651725547,0.5520523241972679,CFG,FITB,13
2020-05-11,21.08,17.19,3.889999999999997,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2656.08,2578.5,5011.3292,0.22658400000000253,0.07660878447395303,-0.0009210619597184166,-0.050364785249855215,0.9070113967624468,0.8534889414105302,CFG,FITB,13
2020-05-12,20.13,16.29,3.84,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2536.3799999999997,2443.5,5026.629199999999,0.5325839999999881,0.02808988764044948,0.0030530822042182937,-0.048651359248579884,0.8582744714344632,0.4520559961385234,CFG,FITB,13
2020-05-13,19.33,15.7,3.629999999999999,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2435.58,2355.0,5014.3292,0.28658400000000256,-0.012768130745658836,-0.0024469678407946782,-0.03801578613037082,1.0073447178555917,0.12186432941762318,CFG,FITB,13
2020-05-14,20.15,16.33,3.8200000000000003,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2538.8999999999996,2449.4999999999995,5023.1492,0.46298399999999673,0.02911133810010217,0.0017589591046394126,0.04129537591542132,0.87355793759941,-0.11336667595740346,CFG,FITB,13
2020-05-15,19.92,16.12,3.8000000000000007,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2509.92,2418.0,5025.6692,0.5133840000000054,0.017364657814096192,0.0005016773143031727,-0.012122970228899299,0.9602683591174079,0.13439880748637503,CFG,FITB,13
2020-05-18,21.58,17.87,3.7099999999999973,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2719.08,2680.5,4972.3292,-0.5534159999999975,0.10214504596527069,-0.010613511927923924,0.0956915743611455,0.9858267418412192,0.0625770489625983,CFG,FITB,13
2020-05-19,20.67,17.03,3.6400000000000006,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2604.42,2554.5,4983.6692,-0.3266159999999945,0.055669050051072706,0.002280621323302645,-0.04456625728825492,0.4085105180146777,0.5481031511671343,CFG,FITB,13
2020-05-20,21.67,17.7,3.9700000000000024,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2730.42,2655.0,5009.1692,0.18338400000000546,0.10674157303370806,0.005116712000066137,0.04391177851998762,0.5042038418938158,0.30853195444337944,CFG,FITB,13
2020-05-21,21.35,17.45,3.900000000000002,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2690.1000000000004,2617.5,5006.349200000001,0.12698400000001128,0.09039836567926474,-0.0005629676074826451,-0.014450641296027356,0.7082920236226585,0.518011300734358,CFG,FITB,13
2020-05-22,21.28,17.61,3.6700000000000017,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,2681.28,2641.5,4973.529200000001,-0.5294159999999829,0.08682328907048023,-0.006555675341224587,0.002850077671749718,0.6845804088834078,0.4456181528627879,CFG,FITB,13
2020-05-26,23.91,19.19,4.719999999999999,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3012.66,2878.5,5067.9092,1.3581840000000012,0.22114402451481116,0.01897646443897405,0.10680968232441534,0.39518539572398204,0.46001379135198944,CFG,FITB,13
2020-05-27,25.63,20.97,4.66,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3229.3799999999997,3145.5,5017.629199999999,0.352583999999988,0.3089887640449439,-0.009921251154223598,0.08209279210318887,0.9258364326388636,0.8785968965768202,CFG,FITB,13
2020-05-28,24.66,20.13,4.530000000000001,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3107.16,3019.5,5021.4092,0.42818400000000106,0.25944841675178765,0.0007533438301898787,-0.03893543227277774,0.5733852563535389,1.1789022785547143,CFG,FITB,13
2020-05-29,24.1,19.39,4.710000000000001,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3036.6000000000004,2908.5,5061.849200000001,1.2369840000000112,0.23084780388151196,0.008053516132483285,-0.029623160224878875,0.5966002559194155,0.9958505484574004,CFG,FITB,13
2020-06-01,24.73,19.82,4.91,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3115.98,2973.0,5076.7292,1.5345839999999953,0.2630234933605722,0.0029396371586887238,0.024204618463097072,0.820775758045429,0.8646870720053081,CFG,FITB,13
2020-06-02,25.12,20.21,4.91,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3165.1200000000003,3031.5,5067.369200000001,1.3473840000000201,0.2829417773238,-0.0018437067708868549,0.017674709083020934,0.9067341757378261,0.9609107761016494,CFG,FITB,13
2020-06-03,26.82,21.36,5.460000000000001,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3379.32,3204.0,5109.0692,2.181383999999998,0.3697650663942801,0.00822912212514515,0.06241361613385865,0.8497056860663406,1.032055763339807,CFG,FITB,13
2020-06-04,28.46,22.71,5.75,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3585.96,3406.5,5113.209200000001,2.264184000000023,0.45352400408580207,0.0008103237278527242,0.062146329494394914,1.068385608021127,1.2552658780173915,CFG,FITB,13
2020-06-05,29.25,23.49,5.760000000000002,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3685.5,3523.4999999999995,5095.7492,1.914984000000004,0.49387129724208395,-0.0034146852430760877,0.03096236726031054,1.0922267388976798,1.4708809523833413,CFG,FITB,13
2020-06-08,30.41,24.77,5.640000000000001,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3831.66,3715.5,5049.9092,0.9981840000000011,0.5531154239019409,-0.008995733149504304,0.04689615251752888,0.9856821039201475,1.587171825088013,CFG,FITB,13
2020-06-09,29.51,24.08,5.430000000000003,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3718.26,3611.9999999999995,5040.0092,0.8001840000000084,0.5071501532175693,-0.0019604312885466157,-0.028740680626404447,0.7007732648740517,1.7537605647484875,CFG,FITB,13
2020-06-10,27.25,22.4,4.850000000000001,4.056358827119174,10.805301251932208,7.430830039525691,0,0,4933.7492,126.0,3433.5,3360.0,5007.2492,0.144984000000004,0.39172625127681326,-0.006499988134942347,-0.07323069436250829,0.6454403747718521,1.6231725960395023,CFG,FITB,13
