Asset A,Asset B,Normal SDD,SDD,Dummy Same Sector
BCH,FTT,1205540004.9627612,10085.275911491864,0
BCH,FUN,12384070318.950098,30797.883719978206,0
BCH,GTO,inf,7067.780984988662,0
BCH,HBAR,133258.3046445217,2599.6389486170565,0
BCH,ICX,inf,2955.617895680856,0
BCH,IOST,inf,13585.350192817208,0
BCH,IOTA,inf,4065.642237291687,0
BCH,IOTX,inf,14629.047967360806,0
BCH,LINK,8048694.878020449,3829.8416649718847,0
BCH,LSK,509519.0153375843,324.7884311516483,0
BCH,LTC,4362193.983354383,594.681934370962,0
BCH,MATIC,20674330.7869954,35212.294889744466,0
BCH,MITH,405865576.6037829,24981.640427875645,0
BCH,NANO,inf,5423.583170935749,0
BCH,NEO,inf,1885.2539019374278,0
BCH,NULS,1791267.6277716372,594.5192787796177,0
BCH,OMG,inf,10869.826328610803,0
BCH,ONT,3417101.067528221,143.18582843995972,0
BCH,QTUM,inf,1856.8246303138526,0
BCH,RLC,inf,3330.6217912728625,0
BCH,STX,38376912.28650571,12591.313710517885,0
BCH,THETA,inf,687578.1799877837,0
BCH,TRX,inf,1364.7774382750526,0
BCH,TUSD,23106.106715572074,271.4028221678805,0
BCH,VET,inf,49677.63600173568,0
BCH,WAN,inf,5101.580356332908,0
BCH,WAVES,2274025.1067872862,9160.186698032421,0
BCH,WTC,14699.864065120983,609.6783247708013,0
BCH,XLM,inf,3048.964273897403,0
BCH,XMR,inf,396.7009968071927,0
BCH,XRP,118389.93950131896,422.1218753939339,0
BCH,XTZ,13170.039203762313,78.5599872491304,0
BCH,ZEC,4168.840793670126,111.29869152714659,0
BCH,ZIL,inf,112264.9895185905,0
BCH,ZRX,inf,4254.155269416201,0
BNB,BNT,5511444.211515438,27169.556359299106,0
BNB,BTC,inf,15037.166445442188,0
BNB,BTS,16406413.104791965,19604.102229826665,0
BNB,BTT,inf,5428.469843753796,0
BNB,BUSD,19006721.190695085,30546.630660842602,0
BNB,CTXC,18164070.152192865,23590.889642110113,0
BNB,CVC,inf,5624.551806240034,0
BNB,DASH,18303337.531795666,24801.061450647885,0
BNB,DATA,18277113.464766283,24216.390757862682,0
BNB,DENT,2765959712.596055,225274.90376181598,0
BNB,DOGE,inf,148802.69785906665,0
BNB,ENJ,inf,3593.083574693636,0
BNB,EOS,18420542.78071048,27692.247058988858,0
BNB,ETC,17465113.105477855,24145.105098157954,0
BNB,ETH,inf,10676.60185127836,0
BNB,FTT,935963643.7859892,4285.4657163946285,0
BNB,FUN,11583977884.123814,8592.576401528651,0
BNB,GTO,inf,8139.921815053578,0
BNB,HBAR,15317201.313556949,13731.089412200981,0
BNB,ICX,inf,12534.364622272305,0
BNB,IOST,inf,3537.3944595015155,0
BNB,IOTA,inf,9938.553858938001,0
BNB,IOTX,inf,4479.283832338137,0
BNB,LINK,6110799.453030792,13924.9730143204,0
BNB,LSK,12681567.166822597,21180.179088335582,0
BNB,LTC,6727392.221521241,19713.054582701283,0
BNB,MATIC,2125563.998082072,4207.188391549838,0
BNB,MITH,266015788.55130512,4388.255287977233,0
BNB,NANO,inf,10507.286007314144,0
BNB,NEO,inf,14796.139194642652,0
BNB,NULS,9672971.154234564,20314.087556692768,0
BNB,OMG,inf,11514.162303298705,0
BNB,ONT,7049120.838349774,23412.362675017022,0
BNB,QTUM,inf,14562.005499262421,0
BNB,RLC,inf,15631.743776587704,0
BNB,STX,5386141.041454381,3439.6655273013685,0
BNB,THETA,inf,464254.83276192896,0
BNB,TRX,inf,16256.57422373052,0
BNB,TUSD,19022671.16060085,30547.759895488805,0
BNB,VET,inf,8155.620779537124,0
BNB,WAN,inf,9182.872511103076,0
BNB,WAVES,9458384.549949517,9721.881873878488,0
BNB,WTC,17217000.943426657,19541.64376927151,0
BNB,XLM,inf,13676.883452645234,0
BNB,XMR,inf,20922.660540253568,0
BNB,XRP,15627263.905379053,21374.554870073403,0
BNB,XTZ,18677414.815098412,27419.059627452538,0
BNB,ZEC,17458701.48507507,22859.25735865769,0
BNB,ZIL,inf,40752.47312661786,0
BNB,ZRX,inf,11712.93808182019,0
BNT,BTC,inf,60322.78103394857,0
BNT,BTS,25843655.62491566,73744.14265260618,0
BNT,BTT,inf,41205.013160390045,0
BNT,BUSD,28952800.405873023,93192.57451697647,0
BNT,CTXC,27982039.268965434,81320.73428703722,0
BNT,CVC,inf,14556.097943917139,0
BNT,DASH,28137451.88101671,83350.12203530633,0
BNT,DATA,28096099.231883556,82173.88995493318,0
BNT,DENT,2730097566.75275,181402.2119328325,0
BNT,DOGE,inf,143737.0286060748,0
BNT,ENJ,inf,32917.30722390808,0
BNT,EOS,28318637.049918085,88642.22733711476,0
BNT,ETC,27312938.318883523,83215.87202434932,0
BNT,ETH,inf,49641.557788722785,0
BNT,FTT,887670983.559234,39570.27811376677,0
BNT,FUN,11337033207.29891,22182.076806572073,0
BNT,GTO,inf,53315.376973499864,0
BNT,HBAR,24407600.116387047,61102.875864891605,0
BNT,ICX,inf,57070.66324725007,0
BNT,IOST,inf,33505.97168623304,0
BNT,IOTA,inf,53214.81617734679,0
BNT,IOTX,inf,31240.200676528097,0
BNT,LINK,8237314.198717497,55755.20956899671,0
BNT,LSK,21336657.257943355,76833.52035683779,0
BNT,LTC,11957809.745444737,72376.27761822076,0
BNT,MATIC,3537491.681143597,18195.727442098723,0
BNT,MITH,264108544.07838893,38311.94405965872,0
BNT,NANO,inf,51412.222606689065,0
BNT,NEO,inf,64256.92527393839,0
BNT,NULS,16539928.861154934,73732.32000637545,0
BNT,OMG,inf,44330.55640590847,0
BNT,ONT,13174714.890171735,80227.38807336982,0
BNT,QTUM,inf,65249.13129338715,0
BNT,RLC,inf,58117.23109996762,0
BNT,STX,5952890.509353007,37383.03742276003,0
BNT,THETA,inf,335760.3949209351,0
BNT,TRX,inf,68230.63430282482,0
BNT,TUSD,28980029.45232787,93195.27317571235,0
BNT,VET,inf,24243.310496471826,0
BNT,WAN,inf,51523.32069292221,0
BNT,WAVES,15731693.74590379,44578.69673140274,0
BNT,WTC,26775852.775990482,73179.15712189069,0
BNT,XLM,inf,58420.74952325836,0
BNT,XMR,inf,74991.29572606811,0
BNT,XRP,25284088.053726792,78509.75155778707,0
BNT,XTZ,28567719.143219773,87718.29746504092,0
BNT,ZEC,27056840.567750126,79336.39259987767,0
BNT,ZIL,inf,11179.68349158395,0
BNT,ZRX,inf,53130.83091569535,0
BTC,BTS,inf,1307.1675163833484,0
BTC,BTT,0.0,19870.3154586146,0
BTC,BUSD,inf,4159.470998984931,0
BTC,CTXC,inf,2205.4127302447746,0
BTC,CVC,0.0,24690.263506478623,0
BTC,DASH,inf,2339.721915128925,0
BTC,DATA,inf,2310.320848384734,0
BTC,DENT,inf,328556.34386414476,0
BTC,DOGE,0.0,228269.91919047767,0
BTC,ENJ,0.0,10390.763487480845,0
BTC,EOS,inf,3279.1082119511275,0
BTC,ETC,inf,2427.7981929944485,0
BTC,ETH,0.0,858.268442747776,0
BTC,FTT,inf,3618.3834800166997,0
BTC,FUN,inf,16913.932727062635,0
BTC,GTO,0.0,3519.502418599598,0
BTC,HBAR,inf,1003.3899605733354,0
BTC,ICX,0.0,475.79469201654626,0
BTC,IOST,0.0,5607.140210768673,0
BTC,IOTA,0.0,863.8210797993161,0
BTC,IOTX,0.0,6208.961213216098,0
BTC,LINK,inf,548.9193796770176,0
BTC,LSK,inf,1620.127387771947,0
BTC,LTC,inf,654.9897610555207,0
BTC,MATIC,inf,21868.457579441023,0
BTC,MITH,inf,16459.24133991309,0
BTC,NANO,0.0,1215.4371005670246,0
BTC,NEO,0.0,725.3161794304124,0
BTC,NULS,inf,1484.0720255624874,0
BTC,OMG,0.0,4492.374687322605,0
BTC,ONT,inf,2044.4814723350944,0
BTC,QTUM,0.0,1001.076873365429,0
BTC,RLC,0.0,969.409270369714,0
BTC,STX,inf,5327.760228467994,0
BTC,THETA,0.0,618645.154066952,0
BTC,TRX,0.0,963.4274263754398,0
BTC,TUSD,inf,4160.049526137809,0
BTC,VET,0.0,34805.53662961948,0
BTC,WAN,0.0,1435.3331723207348,0
BTC,WAVES,inf,2638.623717942514,0
BTC,WTC,inf,1354.8354037776057,0
BTC,XLM,0.0,221.98521290538994,0
BTC,XMR,0.0,1066.0811126379265,0
BTC,XRP,inf,1832.2986393664391,0
BTC,XTZ,inf,3162.3141186840908,0
BTC,ZEC,inf,1743.4169657888417,0
BTC,ZIL,0.0,82666.64819482913,0
BTC,ZRX,0.0,760.158945303486,0
BTS,BTT,inf,21704.35142533042,0
BTS,BUSD,107181.20521312379,1387.2308176740548,0
BTS,CTXC,52704.62007520655,272.19955549366387,0
BTS,CVC,inf,33561.12949845021,0
BTS,DASH,63737.93728456273,475.00098778173515,0
BTS,DATA,58989.96039215363,344.0881553745804,0
BTS,DENT,3140946002.2600474,342879.6628160441,0
BTS,DOGE,inf,241300.55248914316,0
BTS,ENJ,inf,13373.806651822706,0
BTS,EOS,67639.77613202919,831.0429831901083,0
BTS,ETC,30384.570343850944,412.5117340610651,0
BTS,ETH,inf,3663.833521490335,0
BTS,FTT,1193483663.004799,6524.83125884751,0
BTS,FUN,12348594652.465605,24822.7208631817,0
BTS,GTO,inf,3959.202381518259,0
BTS,HBAR,43521.47597537721,1018.9899180161159,0
BTS,ICX,inf,1263.441877150945,0
BTS,IOST,inf,9505.5835435512,0
BTS,IOTA,inf,1959.6478327368684,0
BTS,IOTX,inf,9982.36423372544,0
BTS,LINK,7245089.123783472,2259.0839710581727,0
BTS,LSK,278305.8450599793,100.59065178942245,0
BTS,LTC,3795677.5150298495,335.6503974294122,0
BTS,MATIC,19087216.88280539,27975.401911816072,0
BTS,MITH,398419865.04122484,18737.402243425575,0
BTS,NANO,inf,3444.4142881481675,0
BTS,NEO,inf,733.8890925105469,0
BTS,NULS,1330491.7425403004,118.90267442669295,0
BTS,OMG,inf,7635.005306200195,0
BTS,ONT,2770462.300600756,231.94291866208874,0
BTS,QTUM,inf,553.6243334503754,0
BTS,RLC,inf,1749.207747801337,0
BTS,STX,36258798.07588928,8549.563951996475,0
BTS,THETA,inf,653302.6921587376,0
BTS,TRX,inf,326.32150266076263,0
BTS,TUSD,108609.28414151426,1387.521188006886,0
BTS,VET,inf,41407.460071993875,0
BTS,WAN,inf,2504.33139245808,0
BTS,WAVES,1871002.8932273074,6430.706725952331,0
BTS,WTC,14984.033368255941,74.03995939421729,0
BTS,XLM,inf,1671.3192958882153,0
BTS,XMR,inf,282.68662715376325,0
BTS,XRP,54351.78589274571,301.64423620223744,0
BTS,XTZ,83199.46670955732,769.1399511268214,0
BTS,ZEC,24115.487913885172,228.90082939218183,0
BTS,ZIL,inf,99748.47043739083,0
BTS,ZRX,inf,2194.5925897370066,0
BTT,BUSD,inf,32682.249415287373,0
BTT,CTXC,inf,25744.774792396274,0
BTT,CVC,0.0,13507.901215947688,0
BTT,DASH,inf,27570.669021926144,0
BTT,DATA,inf,26318.583850633822,0
BTT,DENT,inf,201048.70875477444,0
BTT,DOGE,0.0,158986.32569230968,0
BTT,ENJ,0.0,6179.773810391571,0
BTT,EOS,inf,29795.52498643046,0
BTT,ETC,inf,26487.860401099704,0
BTT,ETH,0.0,16191.463122727586,0
BTT,FTT,inf,9644.76251806295,0
BTT,FUN,inf,16414.017057231606,0
BTT,GTO,0.0,8120.033304741812,0
BTT,HBAR,inf,16736.916126983488,0
BTT,ICX,0.0,16475.243960949872,0
BTT,IOST,0.0,9849.428290389578,0
BTT,IOTA,0.0,14133.334419431461,0
BTT,IOTX,0.0,9187.299052300157,0
BTT,LINK,inf,19012.37234142218,0
BTT,LSK,inf,23308.276534942015,0
BTT,LTC,inf,23397.45192910633,0
BTT,MATIC,inf,11000.582241516642,0
BTT,MITH,inf,1678.3643792247633,0
