,roi_daily,total,roi_daily_buy&hold,roi_buy&hold,sharpe,roi_gross,sharpe_buy&hold
2021-04-22,0.0,99895.10489510489,,0.0,,-0.10489510489511303,
2021-04-23,0.00163695748867001,100058.55534564692,-0.04000570474061238,-4.000570474061242,,0.05855534564692061,
2021-04-24,0.006358195152547247,100701.75377015033,-0.07475683746090844,-11.177184223471777,1.0000000000000002,0.7017537701503316,
2021-04-25,0.0014169769374737518,100846.55586449998,-0.0002383352490854529,-11.198353831394343,1.398186059828613,0.8465558644999838,-4.04461161368371
2021-04-26,0.0008969195953167697,100886.3702855695,0.15008266727035569,2.1292340835883516,1.7008495150595133,0.886370285569501,-2.056117979199959
2021-04-27,0.001294673232455773,101019.69138518412,0.07207715942523185,9.490419170607971,1.8566853959138225,1.0196913851841236,0.1980832554111686
2021-04-28,-0.014544044381967047,99538.5700537762,-0.011724312771100531,8.206719250812865,2.1120584804936895,-0.46142994622379774,0.581396738056755
2021-04-29,0.00848912199976981,100355.31887500203,-0.01252802919928997,6.851102312479314,-0.1695138434262492,0.35531887500203446,0.5139035351158159
2021-04-30,0.0036546445241222637,100682.89237945361,0.08928883640940799,16.39171290702319,0.2868819470313498,0.6828923794536095,0.4435700129693363
2021-05-01,0.006768142499690671,101300.16209404785,0.015552940222594014,18.201946260271434,0.47398525168450895,1.300162094047846,0.8599456798703878
2021-05-02,-0.003021953251109355,100952.93576864639,-0.015839935532858007,16.32963505165039,0.7932601082496369,0.9529357686463917,0.9388008053266407
2021-05-03,0.010935579454167389,102162.02813985274,0.056046524986707924,22.849506849267332,0.6298823643877324,2.1620281398527443,0.8477069236335291
2021-05-04,0.02336209216480603,104800.35015895429,-0.042947569548463016,17.573419109864044,1.0531250728574686,4.800350158954286,1.1065683559418695
2021-05-05,-0.04331148287155077,101020.77222118227,0.20897695233255464,42.143553910761575,1.5189213890141087,1.0207722211822692,0.861455965528844
2021-05-06,-0.0198930410778979,101544.2016171931,0.12676795100991645,60.16280098929643,0.06995137429039208,1.5442016171931028,1.385483507175965
2021-05-07,0.033251162516642056,102866.31340397602,-0.008696012461135716,58.770023276083116,-0.26757104831116457,2.8663134039760187,1.7408556855096213
2021-05-08,0.011162443071377115,104038.45367272044,0.015676350457945798,61.25895780317521,0.2517679053887336,4.038453672720439,1.69375358796941
2021-05-09,-0.0035058316181675376,102903.78665044904,0.014448086755400213,63.5888412156009,0.41066725886785266,2.9037866504490375,1.7430213283580642
2021-05-10,-0.009595340283074355,100393.34608627766,-0.10749739263047664,46.00346732148275,0.35969056131325566,0.39334608627765555,1.7879791299947216
2021-05-11,-0.08279877758697782,94217.44732375069,0.12941959631973132,64.89917712351013,0.21896990150756468,-5.78255267624931,1.3086875538149783
2021-05-12,0.15705482825954917,97128.31409970619,-0.18491531688226925,34.40679353209081,-0.6184104647987946,-2.8716859002938144,1.62290412085792
2021-05-13,-0.008787676269831467,96583.49519827725,0.01213569953101179,36.037913993323016,0.46212822196295955,-3.416504801722753,0.9344947527049173
2021-05-14,0.01326131579844016,98894.28934550463,0.06549606616548997,44.947862209244924,0.4163386505235056,-1.1057106544953712,0.9643849262383546
2021-05-15,0.0363459011616422,101258.62012181,-0.08137009257827699,33.153441242255326,0.48456001138342086,1.258620121810003,1.118793172293567
2021-05-16,0.003544648020592139,101405.7809806939,-0.00995043006008367,31.828507237914806,0.6632790676050818,1.405780980693904,0.8931976853883858
2021-05-17,0.014108938529621246,102276.5733527556,-0.08066480898063966,21.194585883365534,0.6818652815214274,2.2765733527556002,0.8679661755405742
2021-05-18,-0.011119987746621346,101117.40605747983,0.02072831805632447,23.706745806260457,0.7535280877597045,1.117406057479835,0.6601923237359071
2021-05-19,0.05304613523180375,103840.10401929106,-0.33967040793050385,-18.31277500550718,0.6949170002787027,3.8401040192910587,0.7081199058524038
2021-05-20,-0.022144537693275755,102213.13294350838,0.18547988289598027,-3.161438079431057,0.9373161759766732,2.2131329435083753,-0.06173260707390527
2021-05-21,0.014579449028337705,103138.92758953899,-0.14408004954973042,-17.11394287927127,0.8202845381080428,3.1389275895389877,0.2600172668792379
2021-05-22,0.009121726480262094,103755.54895225052,-0.06759347874456978,-22.716499819482443,0.8912352487274386,3.755548952250523,0.012144848509628723
2021-05-23,0.007551052127728153,104263.98444596707,-0.1428110016088131,-33.75343388809704,0.9362113084242452,4.263984445967071,-0.09982444912629979
2021-05-24,-0.013788067922063257,103128.84250811668,0.25396963002903794,-16.92881800196285,0.9735989943870019,3.128842508116679,-0.32773371389257994
2021-05-25,0.0011429601850881043,103454.97998826549,0.013964756195631312,-15.768749198477353,0.9023114182457558,3.4549799882654915,0.07582323761284394
2021-05-26,0.0007587077910898132,103508.0789834409,0.08214290376481093,-8.849749669898214,0.908077725006852,3.5080789834408934,0.09663031756796657
2021-05-27,-0.005851833181719191,102803.2584525094,-0.025872770637361375,-11.20805919022701,0.911925401001684,2.803258452509399,0.21758270850529274
2021-05-28,0.001985981134238707,102687.71544265647,-0.0942760955786891,-19.579016688626478,0.8824710434986288,2.6877154426564664,0.17910823456014602
2021-05-29,0.007934103938729226,103368.00968989836,-0.038693788313742705,-22.690809192859803,0.8923793821890486,3.368009689898361,0.03926711061195606
2021-05-30,0.006760057516705558,104060.16855329259,0.029413902890836008,-20.416844161889472,0.9312342757946743,4.060168553292591,-0.017365574127015136
2021-05-31,-0.0055533337898716175,103595.51376568187,0.06458044441676503,-15.27732858977563,0.964441681202373,3.5955137656818694,0.02561413670779822
2021-06-01,0.0015575975577271472,103658.83875534167,-0.026494145800351254,-17.521983398713363,0.9364534303319048,3.6588387553416686,0.11943744405099546
2021-06-02,-0.0014491608472337546,103533.4546623091,0.032404031208170814,-14.849363174777231,0.9442071086246929,3.533454662309101,0.08083504693905656
2021-06-03,-0.0005705537418033202,103504.26795836377,0.03171828306234703,-12.148531173015698,0.9370111197101403,3.5042679583637653,0.12780272496175868
2021-06-04,0.011896714551093108,104530.26496373587,-0.06060737273423411,-17.47297788946268,0.9342064214680867,4.5302649637358705,0.17369973498926566
2021-06-05,-0.001055094181146049,104373.25335361398,-0.041197537846326626,-20.872888006206182,0.9916986963266871,4.373253353613982,0.08543159414491228
2021-06-06,0.0060632184370425,104973.82691616427,0.02264942402743353,-19.080704494592528,0.9864452953183317,4.973826916164267,0.025868655761444707
2021-06-07,0.0035471591259748523,105208.10913651687,-0.0871935940105163,-26.136348694508023,1.0161469200178919,5.208109136516868,0.058500129798357815
2021-06-08,0.01469232349392482,106592.34151028196,0.004421295784654999,-25.809775644351816,1.0336293467515636,6.592341510281956,-0.066647310926765
2021-06-09,0.021968542243175654,108979.61992195049,0.09260342266221366,-18.939506940941268,1.1039952473925574,8.979619921950492,-0.06032341716401615
2021-06-10,0.021590217529031074,111417.23875359421,0.0006955747329095985,-18.8831233101322,1.2067843323628251,11.41723875359421,0.0714797278089277
2021-06-11,-0.007161652291651849,110321.64438319617,-0.06279654201991824,-23.97698266571201,1.3074558430904675,10.321644383196166,0.07246645892969188
2021-06-12,0.016012867985833762,112119.21139139068,0.02896585668079421,-21.77491084116549,1.2707840512186195,12.11921139139068,-0.016493943411286155
2021-06-13,-0.006958454196606856,111416.81981626483,0.03156487152729359,-19.305745951655787,1.3464037936635778,11.416819816264834,0.02438711688696875
2021-06-14,-0.008985010818486378,110403.55366221778,0.01220633431000695,-18.320764909845064,1.3108269154923728,10.403553662217774,0.06885645215473393
2021-06-15,2.8046549341603777e-05,110307.98198001855,-0.015787420552141884,-19.610269344590606,1.2649372991492698,10.30798198001855,0.08605186628737932
2021-06-16,-0.0019823723016255458,109948.8569916844,-0.045275388260017646,-23.249945612132507,1.2649456868961277,9.9488569916844,0.06378383964545407
2021-06-17,0.0015931953188662584,110126.2942930345,0.005181820640974832,-22.852240596109507,1.2549801980512323,10.126294293034501,-9.292279630483735e-06
2021-06-18,-0.004216729099841487,109481.64799419901,-0.06395754917614027,-27.78642221201287,1.2626839070207345,9.48164799419901,0.007276715942645548
2021-06-19,0.00987127596144945,110629.21452088244,0.002076899165571966,-27.636441892562026,1.241538443694252,10.629214520882437,-0.08232515238910283
2021-06-20,-0.0006067581072306316,110515.9084270338,-0.001747972629663641,-27.762931411518903,1.2886024448553142,10.515908427033805,-0.07941611608191444
2021-06-21,0.0001752190701704237,110337.86630721521,-0.1936911169392067,-41.75460991083589,1.285486321409649,10.337866307215213,-0.08186451862735519
2021-06-22,-0.005227836134691755,109772.12000447017,-0.042770522791273136,-44.24579569513108,1.286231824919868,9.77212000447017,-0.3411243962813056
2021-06-23,0.0056507419581045045,110409.10175639344,0.08771538585611927,-39.355294151428595,1.260019178250908,10.409101756393444,-0.3984567930892677
2021-06-24,-0.00020263331608799117,110380.66320945474,0.038940070529963844,-36.99378502841631,1.287200187624678,10.380663209454738,-0.2778172713290539
2021-06-25,-0.00020488069624526316,110305.4607060493,-0.08829664463393583,-42.5570224014916,1.2860978356937625,10.3054607060493,-0.22525055690163384
2021-06-26,0.0002522924248012981,110363.50778058941,0.025625204093989495,-41.08503437676335,1.2849888150607685,10.36350778058941,-0.34125496481027673
2021-06-27,-0.0019602333011113525,110160.70616873229,0.02428560670746882,-39.65424869245338,1.2861267354201817,10.160706168732286,-0.3069363315347866
2021-06-28,-0.00385604968658525,109767.69730350852,0.028037950235365594,-37.96227752037664,1.2763618785768203,9.767697303508525,-0.2744736703708432
2021-06-29,0.005108871021393291,110490.6572427136,0.07834346133987946,-33.10202760768009,1.2571728922112995,10.4906572427136,-0.23703343366513235
2021-06-30,-0.0009285857568954003,110406.43618355744,0.01887437345584786,-31.839370293308445,1.2817128488138714,10.406436183557439,-0.13231131768725632
2021-07-01,0.0026261520460980126,110591.5343161257,-0.047374707694778806,-35.06846020195501,1.2770690659441462,10.591534316125705,-0.10736632838249449
2021-07-02,0.0013288452465497925,110741.91132647014,0.0019537173652219852,-34.941602325100966,1.2897337535365507,10.741911326470145,-0.16955176310430337
2021-07-03,0.001675847918115203,110951.10801529199,0.022555292970542373,-33.47419110534957,1.2961247925039547,10.95110801529199,-0.16697760874094658
2021-07-04,-0.0046523296417000926,110455.96178100533,0.004262311968215249,-33.190637353902694,1.3041975912176649,10.455961781005332,-0.13720886012172406
2021-07-05,0.0014008798079752417,110556.24475239006,-0.04233936837708163,-36.01930357001385,1.2810442598979213,10.556244752390063,-0.13159597595260583
2021-07-06,-0.0006579730346210954,110500.50770361008,0.020458053829451872,-34.71038303840337,1.287782287389339,10.500507703610085,-0.18704916251834044
2021-07-07,-0.0010326728454994772,110361.87436566662,-0.0013603760388951613,-34.799201468906574,1.2844877065375833,10.361874365666619,-0.1600958347006185
2021-07-08,3.518407611999286e-05,110310.71324341792,-0.05778894185308758,-38.567086623994804,1.2793600656673485,10.310713243417922,-0.1618832102165188
2021-07-09,-0.004917789989752719,109742.83114337642,0.02798218805326469,-36.84805928924752,1.2794629771662718,9.742831143376417,-0.23715986771103856
2021-07-10,0.0022073354473041316,109955.28689172164,-0.018864945701942193,-38.03941722172814,1.255078536767705,9.95528689172164,-0.20034458206975997
2021-07-11,-0.00021191252792505111,109938.87998764715,0.016395866270415338,-37.0235197924586,1.2656973726152725,9.938879987647145,-0.22498651611901466
2021-07-12,-0.0014980330372750873,109748.84333348282,-0.014243974665460124,-37.92055518105467,1.2646054955660178,9.748843333482816,-0.20346909618666842
2021-07-13,0.004112070450037248,110137.49067988488,-0.01929283394476533,-39.1182436013298,1.2572255337193396,10.137490679884882,-0.22207784888728568
2021-07-14,-0.0007791260925837818,110058.95489215094,-0.008281470290908088,-39.62243405820369,1.2769319953241356,10.058954892150942,-0.24725594414835086
2021-07-15,-0.0007662424552837777,109947.99546211667,-0.03054544444368401,-41.4666936443237,1.273073793390471,9.947995462116669,-0.25807998913880925
2021-07-16,0.0032607273922316384,110276.68146592153,-0.01892774799736885,-42.574597316476726,1.2692827165285085,10.27668146592153,-0.2978302375134349
2021-07-17,5.397151090607011e-05,110291.71565412142,-0.006977670636249544,-42.97529286255635,1.284929602487417,10.29171565412142,-0.32249764630037514
2021-07-18,-0.0010803387083545724,110209.21074041739,0.013334858316701892,-42.21487647232712,1.285135480008076,10.209210740417388,-0.3316112948272271
2021-07-19,0.004757047861506864,110690.08765027423,-0.0411831167859571,-44.59464796305823,1.279811079709362,10.690087650274233,-0.3141169499283077
2021-07-20,-0.000931861073069823,110584.44924222729,-0.0514619779476555,-47.44591696776541,1.3025472918798477,10.584449242227288,-0.3674617312703863
2021-07-21,0.00023714337533115026,110612.68601266539,0.07365290402363489,-43.5751561341421,1.297946988818484,10.61268601266539,-0.4337591640754665
2021-07-22,-0.00040896973499413014,110565.52419182492,0.01696424764847504,-42.617951109275154,1.2990437378838608,10.565524191824922,-0.33616235172921605
2021-07-23,0.0016282055665963802,110755.4271248414,0.024825029257675713,-41.19344006669753,1.297000380643395,10.7554271248414,-0.31407884976291983
2021-07-24,0.0016951629866090224,111003.19741051426,0.021385885116383285,-39.935809731874215,1.3048178735950124,11.003197410514257,-0.28174632381523
2021-07-25,0.0005417975991548474,111036.92658134186,0.00042590008798493173,-39.91022838795427,1.3129568492333552,11.036926581341861,-0.253943758627117
2021-07-26,-0.0035980336156044347,110647.54428768746,0.009289776522861226,-39.3520078383686,1.3155306485403675,10.64754428768746,-0.2533916453448549
2021-07-27,-0.0019210694017741225,110457.16963077291,0.024161126412761247,-37.88668403307127,1.2978147123057617,10.457169630772913,-0.24134605535734138
2021-07-28,-0.001607742285720215,110258.31934221795,0.010115683845863366,-37.258365366131606,1.2883930172665252,10.258319342217947,-0.20996892693874353
2021-07-29,-0.002546564685066649,109983.5301479152,0.03383142576175535,-35.135726411844715,1.2805154684641504,9.983530147915197,-0.19686654493325384
2021-07-30,2.1868417111103877e-05,110001.0810721203,0.020332153383824547,-33.81689605211998,1.268040381223984,10.001081072120302,-0.15296809945308648
2021-07-31,0.0008969910789801416,110116.59948037527,0.0075219466483282815,-33.31907027520325,1.268106948653748,10.11659948037527,-0.12665979652819442
2021-08-01,-0.0028435322384805727,109867.42450637002,-0.019243139879169258,-34.602220733170576,1.272399910159076,9.867424506370021,-0.11694168981445192
2021-08-02,0.0010239672454269654,109958.90815569727,0.01439301591532205,-33.66094945535637,1.2584813436669795,9.958908155697268,-0.14174496185822663
2021-08-03,-0.00044801142618447476,109865.51238475082,-0.009628489417582542,-34.299694301497944,1.2633849138174915,9.865512384750822,-0.12314482177675627
2021-08-04,0.0006722673503857856,109969.85683122753,0.02929332534450979,-32.375113871437975,1.261179298158433,9.969856831227531,-0.13556078364240956
2021-08-05,0.0008823006639466557,110070.22467638143,0.03689387052017823,-29.88017007866902,1.264389851414087,10.070224676381432,-0.09769007610339638
2021-08-06,-0.003619184711860507,109747.6269914232,0.02659048513702289,-28.015649783335288,1.268611415969093,9.747626991423196,-0.05006409342835199
2021-08-07,0.00222250548804257,110072.68585372984,0.06128830791634665,-23.603850762098215,1.2508926367280713,10.072685853729839,-0.01581108488170552
2021-08-08,0.0010070072609822567,110113.51870610195,-0.0564385394857142,-27.915537847418047,1.2615303978514876,10.113518706101953,0.06287561804990312
2021-08-09,-0.00218064028177124,109890.82707106332,0.0462881213810753,-24.578883513609806,1.2663501807958697,9.890827071063322,-0.00951466594242555
2021-08-10,-0.0001018657401430978,109869.64576081377,0.004958085734775741,-24.204939151857776,1.2557143700024127,9.869645760813771,0.0496342893342512
2021-08-11,-0.0015579811380211916,109735.05473337312,0.03574954526715124,-21.49530019304063,1.2551923433557353,9.735054733373124,0.055967257564314844
2021-08-12,0.003419155872766594,110011.20374884154,-0.015303429540754032,-22.69669133515448,1.2476064698939036,10.011203748841538,0.1015335616382938
2021-08-13,-0.0008512368226480549,109958.60755388632,0.08836278229111794,-15.865955901219642,1.2639170722662147,9.958607553886322,0.08198675889693366
2021-08-14,-0.006502170815552238,109362.79141765738,0.022251296017888667,-13.993864380795582,1.2597677334790058,9.362791417657384,0.19353045293919482
2021-08-15,0.0027045671038724017,109806.84978131857,0.033460232750647245,-11.116079064993276,1.2277803185141036,9.806849781318567,0.2216692784872632
2021-08-16,-0.0017213582396658268,109505.07526342003,-0.03929425141576692,-14.608706201032575,1.2406878642537424,9.505075263420032,0.26386994928287777
2021-08-17,0.00016594982020838865,109403.88121409304,-0.034797623598464056,-17.5801203012349,1.232326455954925,9.403881214093039,0.21381341297050926
2021-08-18,0.001997718499174239,109651.95747846182,0.0026861033709761895,-17.3587319845406,1.2331021792283579,9.651957478461815,0.16962165554387665
2021-08-19,-0.0017370606205472593,109569.14618804058,0.05017590558769003,-13.212131522949916,1.242646789143408,9.569146188040584,0.17301552442178192
2021-08-20,-0.0022393455225317325,109369.21864436752,0.03781969452392353,-9.929840848765423,1.2342132696021035,9.369218644367516,0.23596810674567964
2021-08-21,0.004055874578503221,109694.02518275603,-0.009349634654528427,-10.771963930104699,1.2233391797167368,9.694025182756027,0.28337204036555913
2021-08-22,0.006569864730794256,110280.46278663751,0.022708526186083322,-8.745726736478696,1.2426122928882177,10.280462786637509,0.2715659332164259
2021-08-23,0.00022339677503201426,110314.0196064209,0.019440092062525727,-6.971735263136958,1.2736079749256701,10.314019606420901,0.30006969005803524
2021-08-24,0.011256720918402019,111249.13612827689,-0.06187441838561014,-12.727805037152926,1.2746569591905763,11.249136128276891,0.3244730076784945
2021-08-25,0.005458736289492477,111805.05429824672,0.03868388218931851,-9.351777728806919,1.3269679525942635,11.805054298246716,0.24578304148129834
2021-08-26,0.007777056233023255,112522.86065107648,-0.07995251440521434,-16.599331025751553,1.3527766453243728,12.522860651076481,0.29401467239038354
2021-08-27,-0.0016401492606260338,112443.56811746267,0.05790670999627756,-11.769872673964201,1.3892744624518307,12.443568117462666,0.1927798276795093
2021-08-28,0.002606158601711517,112719.8123360177,-0.00613919150912301,-12.31153432249304,1.3812890429155673,12.719812336017696,0.2643433430976967
2021-08-29,0.0023702042827525526,112946.77009983109,0.01126673666448852,-11.32357147119152,1.3936999670438994,12.94677009983109,0.2566939039985277
2021-08-30,0.002085553981228755,113129.14660042117,-0.044623442870773355,-15.280619013631016,1.4049925429810786,13.129146600421167,0.27069052563651647
2021-08-31,0.0004098295478062619,113188.0254361615,0.011872098214467552,-14.274822201891949,1.414933487583862,13.188025436161494,0.21482938312264074
2021-09-01,-0.003192285759585445,112944.78586299963,0.043474358299917526,-10.547975106972867,1.416864640191756,12.944785862999634,0.22955360561091623
2021-09-02,0.0007554965075247499,112949.11842465494,-0.007690814904530496,-11.235934073260593,1.4012820183494417,12.949118424654937,0.28315570203273277
2021-09-03,-0.006760100453399509,112267.98779312898,0.03098413856094262,-8.485655955353852,1.4048729371196058,12.267987793128981,0.2735999802925309
2021-09-04,0.00505304480767208,112740.60843783362,0.022386912587044394,-6.43693233476566,1.3715895970822063,12.740608437833622,0.31181610874907717
2021-09-05,-0.010676867341132273,111700.76116663644,0.05328349369320562,-1.451565208908185,1.395452924884497,11.70076116663644,0.3394491935891603
2021-09-06,0.0020525639247252424,111880.4247886908,0.007341523186795262,-0.7280695898669947,1.342385283014995,11.880424788690798,0.4046479805251907
2021-09-07,0.010142402647838245,112588.2047865341,-0.1824755700634536,-18.84277168275551,1.352134688674992,12.588204786534101,0.41371702578724856
2021-09-08,0.0013123662195631603,112731.98542328627,-0.0135821950472228,-19.94506498725232,1.3991492810318027,12.731985423286272,0.18342297958431053
2021-09-09,0.008031652198084344,113547.20978488997,0.02947843835220154,-17.58517052068954,1.4053815222302555,13.547209784889972,0.1670247200176486
2021-09-10,0.004740056039143209,114033.55997754232,-0.028089044919323958,-19.90012436795232,1.4428384113237414,14.033559977542318,0.20243499629749598
2021-09-11,-0.0007277192510149688,113933.34938389045,0.013439828376881735,-18.82359578644803,1.4651751937974433,13.933349383890453,0.16849670112994214
2021-09-12,0.0005037236667856327,114025.45202700417,0.035352812051777205,-15.95378162524724,1.4616329931172023,14.025452027004167,0.18465495050963696
2021-09-13,0.0042913665477745,114458.48949427046,-0.028482894608445886,-18.347661205453754,1.4640048572381164,14.458489494270458,0.22701601608148433
2021-09-14,-0.0033022208006762976,114073.73677986901,0.026169227783597204,-16.210882552475827,1.4842494965024982,14.073736779869009,0.1926384652519696
2021-09-15,0.0019820689959654083,114253.0325405111,0.035355817394254974,-13.248449816375388,1.4681853160150375,14.253032540511107,0.2239898989586584
2021-09-16,0.0022952343955455257,114493.83156013432,-0.012013777011185334,-14.290663595656108,1.4775854908432826,14.493831560134321,0.2662428398397912
