,DateTime,P_Neg,P_Neu,P_Pos,P_Comp,Prices,ema_short,trading_positions_raw,sentiment_level,trading_positions,cash,stock,holding,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold
88,2021-03-30,0.03141900657658057,0.8894557234535464,0.07912419014459487,0.16368358475523226,58746.57,56150.4644155641,2596.1055844359,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,100.28361816179022,0.0,0.01927805915350378,1.7400230541818136,1.7292132427795042
89,2021-03-31,0.031517068292556634,0.8899347387463692,0.07854618478461681,0.15271867432231345,58740.55,56621.38906727971,2119.1609327202896,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,100.26309428471392,0.0,-0.00010247406784769097,1.7397952960704177,1.7287624791092986
90,2021-04-01,0.03037977806130555,0.8857977802597639,0.08381750966329242,0.1790348937075801,58720.44,57003.03469141068,1717.4053085893247,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,100.194533625577,0.0,-0.00034235294017503914,1.7395727425408307,1.7277818394851918
91,2021-04-02,0.02889830495521751,0.890225182037088,0.08087409206510456,0.15892094425004671,58950.01,57357.03020206328,1592.9797979367213,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,100.97720247282037,0.0,0.0039095415497567565,1.739355217205427,1.7362207855660257
92,2021-04-03,0.038788793383744254,0.8776896556132826,0.08351293093813904,0.14355862036818404,57051.94,57301.559256233595,-249.61925623359275,,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,94.5061467648131,0.0,-0.03219795891468047,1.7391425515583374,1.660380096617708
93,2021-04-04,0.028524682664001107,0.8919548655430588,0.07951763052130788,0.1714317344391143,58202.01,57465.27757328203,736.732426717972,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,98.42705960686207,0.0,0.020158297859809826,1.738934584540071,1.7032494100248217
94,2021-04-05,0.03068092104513198,0.8891140348032901,0.08021271953220364,0.15924122743346839,59129.99,57767.95255995802,1362.037440041975,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,101.59080503032727,0.0,0.015944122891975665,1.7387311621306543,1.7373780182750047
95,2021-04-06,0.03385049032102175,0.8815024510464248,0.08465196111230362,0.1725681367120249,57991.15,57808.53391269293,182.6160873070694,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,97.70817842408673,0.0,-0.019259938992041037,1.7385321369691944,1.6930755391749372
96,2021-04-07,0.03799117985977293,0.8842976845743374,0.07770341789594296,0.1344014325439971,55953.45,57471.24592856694,-1517.7959285669422,,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,90.7610846834942,0.0,-0.03513812021317053,1.738337367997832,1.6108462019976797
97,2021-04-08,0.02758313817314507,0.8903571415422113,0.08206323190075313,0.173112880289162,58077.52,57581.4775779184,496.0424220815985,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,98.00263810233915,0.0,0.03796137682305556,1.7381467201282963,1.6885035435323321
98,2021-04-09,0.030500593103583315,0.887791222135933,0.08170462652713874,0.15926998764859823,58142.54,57683.48892738778,459.0510726122229,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,98.22430961189077,0.0,0.0011195381620978662,1.7379600639294086,1.6907881125822413
99,2021-04-10,0.027378134457478553,0.8941334003251916,0.07849147465778748,0.13942417198368942,59769.13,58062.696395135456,1706.4336048645418,,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,103.76981346795905,0.0,0.0279759019815784,1.7377772753340217,1.7489179075412553
100,2021-04-11,0.031769014149904254,0.8859366201179129,0.08228873254757532,0.15593873263356395,60002.43,58415.37523238355,1587.0547676164497,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,104.56519893671316,0.0,0.0039033527842884386,1.737598235363985,1.7572402890865846
101,2021-04-12,0.03154985489285869,0.8884820912433616,0.07996708635035235,0.15210977696343925,59860.0,58678.03428104108,1181.9657189589198,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,104.07961491479011,0.0,-0.002373737196976866,1.7374228298718537,1.751826150912262
102,2021-04-13,0.028037878843447703,0.8964728538247974,0.07549179309739196,0.13951590863959581,63575.0,59568.39168448815,4006.6083155118467,,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,116.7450971969225,0.0,0.062061476779151414,1.7372509492981834,1.8717281435288402
103,2021-04-14,0.031689863845018415,0.8879145233019758,0.08039939511037585,0.15085597541577742,62959.53,60184.96228730848,2774.567712691518,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,114.64678646201429,0.0,-0.009681006685017701,1.7370824884433147,1.849951452063976
104,2021-04-15,0.03893275497735775,0.8829327548597484,0.07813449024774312,0.1433850318840412,63159.98,60725.874598706934,2434.105401293069,,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,115.33017702014445,0.0,0.003183791238594136,1.7369173462526242,1.8566496902462875
105,2021-04-16,0.037007722059717856,0.878200771883993,0.08478861009615786,0.15130656338355264,61334.8,60836.58830803294,498.21169196706614,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,109.10762387029185,0.0,-0.028897729226640023,1.7367554256143642,1.7901019438723347
106,2021-04-17,0.02966045265826341,0.8933488682964036,0.07699866859755726,0.1472813575571966,60006.66,60685.69225202694,-679.0322520269401,pos,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,104.57962019917709,0.0,-0.021653938710161302,1.7365966331692313,1.7411474677611727
