,DateTime,P_Neg,P_Neu,P_Pos,P_Comp,Prices,ema_short,trading_positions_raw,sentiment_level,trading_positions,cash,stock,holding,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold
5,2021-01-11,0.02824969479861932,0.9041214892242708,0.06762515276588582,0.12121892495874556,128.3768310546875,129.15205345696458,-0.7752224022770804,,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,-0.33228085592439977,0.0,-0.023248696996061358,-1.0000000000000002,-0.0289544770494496
6,2021-01-12,0.0283446993473259,0.908313701353085,0.06334035982414203,0.11793198965037194,128.19766235351562,128.97852780179204,-0.7808654482764155,,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,-0.4713817796744195,0.0,-0.0013956467043150234,-1.0,-0.05255776592025378
7,2021-01-13,0.023958710408917044,0.9066001132080054,0.06944400455583544,0.1547011872596788,130.27789306640625,129.2147760317219,1.0631170346843533,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,1.1436436789220876,0.0,0.016226744502986445,-1.0,0.2099414943146977
8,2021-01-14,0.02580774964517657,0.902181072624181,0.07200447098669858,0.15607064003791055,128.3071746826172,129.04975760461193,-0.7425829219947389,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,-0.3863598643487602,0.0,-0.015127036041214903,-1.0000000000000002,-0.03274069920098954
9,2021-01-15,0.02972391776666521,0.9109929031391699,0.059281050408030334,0.10530290869048105,126.54542541503906,128.59442447923504,-2.048999064195982,neg,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,-1.7541263823465265,0.0,-0.013730715152414641,-1.0,-0.24452065740310072
10,2021-01-19,0.02830798199809863,0.9039932220994708,0.06770406632420484,0.1323450291255792,127.2322006225586,128.34674741438477,-1.1145467918261716,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,-1.2209357907434981,0.0,0.005427104182289311,-1.0,-0.16063140390828265
11,2021-01-20,0.025002929207982902,0.9003456354176154,0.07464440538824547,0.15157662460380783,131.41256713867188,128.90416918243696,2.5083979562349157,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,2.024568810236937,0.0,0.03285619910414472,-1.0,0.30880219497533173
12,2021-01-21,0.023793163232598818,0.9040064909972962,0.07220164448432285,0.1420078745595619,136.22991943359375,130.2361237735564,5.993795660037364,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,5.764609062078081,0.0,0.03665823139912039,-1.0,0.7363526281604347
13,2021-01-22,0.024998138645267752,0.8976849697256377,0.07731130785577904,0.16074262329476044,138.41964721679688,131.72403712687284,6.695610089924031,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,7.464644589558096,0.0,0.016073765530416617,-1.0000000000000004,0.9308248751917849
14,2021-01-25,0.02454637828756457,0.9057994102579927,0.06964929541313465,0.1303510644608362,142.2516326904297,133.6381454111559,8.613487279273784,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,10.43967714654274,0.0,0.02768382632583255,-1.0,1.2325500903488116
15,2021-01-26,0.025814473130543466,0.9072044681813776,0.06699368625611515,0.12970218490474486,142.4905242919922,135.24766884403522,7.24285544795697,pos,0,0.0,792.8078663841887,99900.09990009991,99900.09990009991,-0.09990009990008548,10.6251450448761,0.0,0.0016793592948236569,-0.9999999999999998,1.2529758708801833
16,2021-01-27,0.03478584777509871,0.8941375528092921,0.07107239623285659,0.09688636116376377,141.39566040039062,136.36548549064528,5.030174909745341,neg,-1,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,9.775127281136092,0.12099479738425156,-0.007683766320895624,0.991164249468515,1.1458749328911475
17,2021-01-28,0.04115333702513856,0.889799503544813,0.06904412582578313,0.09938601697386708,136.4488983154297,136.3806514587879,0.06824685664179242,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,5.9346173534029445,0.0,-0.03498524686651039,0.9911983097776431,0.6596103848564283
18,2021-01-29,0.037623725007497506,0.8951847373786223,0.0671960711401782,0.09681450619754949,131.34288024902344,135.46469305701254,-4.121812807989102,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,1.9704661089282725,0.0,-0.037420735011012285,0.9912283659077517,0.2392644880858243
19,2021-02-01,0.030254386007998204,0.904270285119613,0.06546271951121621,0.11663547112134677,133.51268005371094,135.10978160186679,-1.5971015481558481,,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,3.6550301829576375,0.0,0.016520117425273373,0.9912550847633341,0.3970638172665768
20,2021-02-02,0.02635961181380808,0.8949411759653404,0.07870103094417301,0.1723506361736903,134.3587188720703,134.97322474190378,-0.6145058698334651,pos,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,4.311868014523265,0.0,0.006336767549112388,0.9912789929393527,0.45870645594603976
21,2021-02-03,0.037940842864017575,0.8912714750806362,0.07078038921392549,0.15010769868713336,133.3136444091797,134.67148286322666,-1.35783845404697,pos,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,3.5005051915255763,0.0,-0.007778240754778953,0.9913005117769256,0.3819509450929421
22,2021-02-04,0.032163068504133904,0.8962742305699981,0.07155581082691827,0.1261071193791955,136.74749755859375,135.04894008056613,1.6985574780276238,pos,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,6.166440379877491,0.0,0.025757702181440134,0.9913199824090025,0.6152498412818084
23,2021-02-05,0.035158052818867594,0.8949897831950623,0.06986358184748007,0.12056610510626342,136.32383728027344,135.280739571422,1.043097708851434,,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,5.83752391352429,0.0,-0.00309812088618866,0.9913376839792426,0.5857110592057584
24,2021-02-08,0.04156261424140722,0.9000265081387552,0.058406307266674375,0.05515228530308623,136.47337341308594,135.49758208808817,0.9757913249977719,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,5.953619046614921,0.0,0.001096918453850959,0.9913538471106985,0.5965346036092064
25,2021-02-09,0.027294564542585407,0.9067638811488238,0.06593980143431298,0.1290733482686488,135.57623291015625,135.51188223755508,0.06435067260116512,pos,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,5.257107480281893,0.0,-0.006573740213881685,0.9913686640090649,0.5330460102467524
26,2021-02-10,0.025738750003511085,0.9141387495771051,0.060115625293692576,0.11093093706062064,134.9582061767578,135.41121386286466,-0.4530076861068437,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,4.777291033795175,0.0,-0.004558518260409206,0.9913822961423456,0.48959888461181766
27,2021-02-11,0.03145805141650372,0.9104208387686532,0.05812110971150282,0.08535980992964362,134.6990509033203,135.28172968840204,-0.5826787850817254,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,4.576091060283819,0.0,-0.0019202631746458865,0.9913948801491379,0.47160741744198675
28,2021-02-12,0.029682828271479316,0.8990249163574643,0.071292929388959,0.137319460492393,134.93826293945312,135.21928118859313,-0.2810182491400042,pos,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,4.761807733902374,0.0,0.0017758999378882923,0.9914065324345597,0.488608853452074
29,2021-02-16,0.033543414130974156,0.9062575310451071,0.06020318984664092,0.10211122267078047,132.76524353027344,134.7730925234441,-2.0078489931706542,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,3.0747440605789143,0.0,-0.016103804523960097,0.9914173527817782,0.33288182313175496
30,2021-02-17,0.03703022799366943,0.9043944498858202,0.058570862328679814,0.07712988059495172,130.4227294921875,133.98211742685197,-3.5593879346644712,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,1.2560901078298703,0.0,-0.017644030740257666,0.9914274272166378,0.16695193367053351
31,2021-02-18,0.03410681958974091,0.9063168376522317,0.059572118294566385,0.07508473080278284,129.29632568359375,133.13015529171412,-3.833829608120368,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,0.3815857481614618,0.0,-0.008636560613165423,0.9914368302996011,0.08781286436152168
32,2021-02-19,0.028139521312936313,0.9087069471259599,0.06315411581188632,0.11011640344185333,129.45582580566406,132.46209538515956,-3.006269579495495,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,0.5054166079774178,0.0,0.0012336013512141975,0.9914456269742674,0.09909330591114032
33,2021-02-22,0.03886961040461992,0.8964805195238683,0.06465610404777063,0.08112119457672362,125.5981674194336,131.21410848230028,-5.615941062866682,neg,0,111987.492246179,0.0,0.0,111987.492246179,11.987492246178997,-2.4895475879281435,0.0,-0.02979903269877937,0.9914538740694266,-0.16629329627819064
